program_id	position	AF35_gene	matched_gene	distance	pool_rank	sampling_step	master_seed
RANDOM_0238	8	LAT	PDE4C	0.9360907430412194	195	2	20260908
RANDOM_0238	9	LCP2	ITGAL	0.33565343694120986	27	24	20260908
RANDOM_0238	10	TRAT1	TRGV10	0.4226604847644278	152	14	20260908
RANDOM_0238	11	NFKB1	CLTB	0.3051556225892327	177	27	20260908
RANDOM_0238	12	REL	HPS6	0.17664616581008816	24	35	20260908
RANDOM_0238	13	RELA	RNF111	0.4140572734496588	181	30	20260908
RANDOM_0238	14	NFKBIA	ERAP1	0.4884008748431169	75	19	20260908
RANDOM_0238	15	TNFAIP3	LRIG1	0.3699462816625591	56	29	20260908
RANDOM_0238	16	STAT1	PGK1	0.47784542990473466	17	13	20260908
RANDOM_0238	17	IRF1	FAM92A	0.44097377325757703	61	6	20260908
RANDOM_0238	18	IFIT1	ABLIM2	0.4004334734632867	116	15	20260908
RANDOM_0238	19	IFIT2	PDGFB	0.21730127405082483	13	18	20260908
RANDOM_0238	20	IFIT3	FAM13C	0.0967483890135254	5	1	20260908
RANDOM_0238	21	ISG15	CYTIP	0.41450888268990754	61	3	20260908
RANDOM_0238	22	MX1	CTSK	0.5724057451879002	134	32	20260908
RANDOM_0238	23	OAS1	BTD	0.1617578063930491	3	11	20260908
RANDOM_0238	24	CXCL9	CCL20	1.155856136774852	163	23	20260908
RANDOM_0238	25	CXCL10	HIST1H3J	0.6595618943843108	9	28	20260908
RANDOM_0238	26	IFNG	PPP1R14BP5	0.5784648737664061	195	7	20260908
RANDOM_0238	27	TNF	EIF5AL1	0.6677537306462635	137	5	20260908
RANDOM_0238	28	CCL5	BHLHE41	0.7236188473582125	82	21	20260908
RANDOM_0238	29	NKG7	VEPH1	0.5482285530081036	196	31	20260908
RANDOM_0238	30	PRF1	TMTC2	0.44572209498994264	143	12	20260908
RANDOM_0238	31	GZMB	ULBP2	0.7364710014624217	170	4	20260908
RANDOM_0238	32	PDCD1	BMPR1B	0.3862614190967192	114	34	20260908
RANDOM_0238	33	LAG3	TMOD1	0.30231371006596747	19	25	20260908
RANDOM_0238	34	TIGIT	NETO2	0.5787953263411008	135	16	20260908
RANDOM_0238	35	TOX	SPTA1	0.7401966989563263	149	17	20260908
RANDOM_0239	1	CD3D	SLC16A3	0.9524245703844648	147	19	20260908
RANDOM_0239	2	CD3E	ZP3	0.6345309508031813	194	31	20260908
RANDOM_0239	3	CD3G	RAD51AP1	0.7685529468781834	189	30	20260908
RANDOM_0239	4	CD247	RUBCNL	0.3237837891071361	70	13	20260908
RANDOM_0239	5	LCK	NPR3	0.36641605023858564	60	2	20260908
RANDOM_0239	6	FYN	RAB29	0.3263631102310262	176	34	20260908
RANDOM_0239	7	ZAP70	PARP15	0.26763287253157564	13	27	20260908
RANDOM_0239	8	LAT	NSUN5P2	0.7663934219233778	89	3	20260908
RANDOM_0239	9	LCP2	ADAMTS9	0.3970015078625138	42	10	20260908
RANDOM_0239	10	TRAT1	PFN4	0.3351784521580167	67	14	20260908
RANDOM_0239	11	NFKB1	CNOT6L	0.2857319528756031	136	25	20260908
RANDOM_0239	12	REL	TMUB1	0.22747034150311055	45	33	20260908
RANDOM_0239	13	RELA	FBH1	0.3172406079265924	69	5	20260908
RANDOM_0239	14	NFKBIA	TALDO1	0.4589782073756293	49	6	20260908
RANDOM_0239	15	TNFAIP3	MMP15	0.4585663216732596	131	20	20260908
RANDOM_0239	16	STAT1	NAMPT	0.6285752184590717	41	23	20260908
RANDOM_0239	17	IRF1	PPIF	0.3822506249746164	29	8	20260908
RANDOM_0239	18	IFIT1	SHH	0.3844335195559568	105	32	20260908
RANDOM_0239	19	IFIT2	ZNF266	0.38975423482590993	160	22	20260908
RANDOM_0239	20	IFIT3	C3orf62	0.34590130819243414	134	16	20260908
RANDOM_0239	21	ISG15	TPRG1	0.5715659737306723	191	11	20260908
RANDOM_0239	22	MX1	UNC13D	0.4871038043702968	68	26	20260908
RANDOM_0239	23	OAS1	MPP6	0.32505966987912277	27	15	20260908
RANDOM_0239	24	CXCL9	PITX1	0.34442176265420205	2	28	20260908
RANDOM_0239	25	CXCL10	SNORC	1.2801672680142095	184	18	20260908
RANDOM_0239	26	IFNG	AL365357.1	0.23535479785562546	2	1	20260908
RANDOM_0239	27	TNF	PRRT1	0.39495072051019403	10	29	20260908
RANDOM_0239	28	CCL5	AL669831.3	0.8704115402151765	173	7	20260908
RANDOM_0239	29	NKG7	FHL2	0.4948358803777374	140	24	20260908
RANDOM_0239	30	PRF1	PELI2	0.3172738139504357	38	12	20260908
RANDOM_0239	31	GZMB	GABRP	0.6307253067641768	101	21	20260908
RANDOM_0239	32	PDCD1	CCDC144CP	0.3733169298639768	102	4	20260908
RANDOM_0239	33	LAG3	CD300A	0.39193141278939364	69	17	20260908
RANDOM_0239	34	TIGIT	CRLF1	0.27853867558246076	8	35	20260908
RANDOM_0239	35	TOX	B3GAT1	0.5776645986467536	66	9	20260908
RANDOM_0240	1	CD3D	GOLT1A	0.7884082440560931	67	30	20260908
RANDOM_0240	2	CD3E	PLAUR	0.3889589719722887	37	14	20260908
RANDOM_0240	3	CD3G	TMEM150C	0.6626544557123959	103	23	20260908
RANDOM_0240	4	CD247	SPATA6	0.3269902315522843	73	16	20260908
RANDOM_0240	5	LCK	MRVI1	0.49913016196836796	179	18	20260908
RANDOM_0240	6	FYN	DNAJC2	0.18774868368555803	22	34	20260908
RANDOM_0240	7	ZAP70	PSTPIP1	0.30527143190645567	27	21	20260908
RANDOM_0240	8	LAT	ST6GALNAC6	0.538099348268683	17	7	20260908
RANDOM_0240	9	LCP2	RFTN1	0.43999253810620903	63	32	20260908
RANDOM_0240	10	TRAT1	DEUP1	0.44078795132068926	182	22	20260908
RANDOM_0240	11	NFKB1	ECD	0.3075591211411122	188	27	20260908
RANDOM_0240	12	REL	TUBGCP4	0.30162531221435235	143	9	20260908
RANDOM_0240	13	RELA	BSDC1	0.33247571092207573	82	29	20260908
RANDOM_0240	14	NFKBIA	TLE5	0.452723022579063	45	19	20260908
RANDOM_0240	15	TNFAIP3	NSMF	0.20498139084692762	5	10	20260908
RANDOM_0240	16	STAT1	DECR1	0.7117776576400312	64	6	20260908
RANDOM_0240	17	IRF1	GLRX3	0.568610832110182	170	26	20260908
RANDOM_0240	18	IFIT1	SLC52A2	0.41114548966845277	124	2	20260908
RANDOM_0240	19	IFIT2	B3GNTL1	0.3361165118208128	92	13	20260908
RANDOM_0240	20	IFIT3	APBB1	0.35686626813226574	149	17	20260908
RANDOM_0240	21	ISG15	HMMR	0.4727416669296705	103	8	20260908
RANDOM_0240	22	MX1	MYOF	0.5258265264111442	90	35	20260908
RANDOM_0240	23	OAS1	IFI44	0.41295273529520865	62	33	20260908
RANDOM_0240	24	CXCL9	BCO2	0.43630744445042996	5	31	20260908
RANDOM_0240	25	CXCL10	MUC1	1.27724873250479	180	15	20260908
RANDOM_0240	26	IFNG	CABCOCO1	0.49387197437065494	98	4	20260908
RANDOM_0240	27	TNF	KCNS1	0.6585528272470562	130	24	20260908
RANDOM_0240	28	CCL5	SLC10A5	0.8035510242153495	124	1	20260908
RANDOM_0240	29	NKG7	ZC2HC1A	0.5070418473598088	149	5	20260908
RANDOM_0240	30	PRF1	UBASH3B	0.3496164099163091	54	28	20260908
RANDOM_0240	31	GZMB	PPP1R1C	0.6108306921103914	84	3	20260908
RANDOM_0240	32	PDCD1	CX3CR1	0.32065555195371453	63	25	20260908
RANDOM_0240	33	LAG3	SLC7A8	0.40502288948006054	82	12	20260908
RANDOM_0240	34	TIGIT	SLC51B	0.5787441486614509	134	11	20260908
RANDOM_0240	35	TOX	SCN3A	0.14254383053619601	2	20	20260908
RANDOM_0241	1	CD3D	SLC4A4	1.0263999313775662	196	32	20260908
RANDOM_0241	2	CD3E	EMB	0.4021901622273656	44	7	20260908
RANDOM_0241	3	CD3G	SHCBP1	0.7130100824917868	140	35	20260908
RANDOM_0241	4	CD247	UBASH3B	0.41341001181739834	154	15	20260908
RANDOM_0241	5	LCK	SKIDA1	0.2948259245034631	27	34	20260908
RANDOM_0241	6	FYN	XPNPEP3	0.33036465968649104	184	2	20260908
RANDOM_0241	7	ZAP70	ID1	0.36773113760345955	60	1	20260908
RANDOM_0241	8	LAT	ZBTB8A	0.8140019248675116	110	28	20260908
RANDOM_0241	9	LCP2	AQP3	0.5368874628250186	134	12	20260908
RANDOM_0241	10	TRAT1	BVES	0.2733525870528554	26	25	20260908
RANDOM_0241	11	NFKB1	MTMR14	0.15652104650705284	16	20	20260908
RANDOM_0241	12	REL	CCDC71	0.11986635163579293	7	31	20260908
RANDOM_0241	13	RELA	UBE4B	0.2896717133671287	50	4	20260908
RANDOM_0241	14	NFKBIA	ADAM10	0.45092342193056567	44	3	20260908
RANDOM_0241	15	TNFAIP3	ZEB2	0.45306919281345237	123	19	20260908
RANDOM_0241	16	STAT1	PEBP1	0.5757776640000782	32	16	20260908
RANDOM_0241	17	IRF1	NUP93	0.48600661090828884	85	14	20260908
RANDOM_0241	18	IFIT1	RAVER2	0.45065433989669335	174	9	20260908
RANDOM_0241	19	IFIT2	KATNAL2	0.2393859930169753	26	10	20260908
RANDOM_0241	20	IFIT3	FLYWCH2	0.19528511387805847	24	29	20260908
RANDOM_0241	21	ISG15	KHDRBS3	0.5094753404721939	139	8	20260908
RANDOM_0241	22	MX1	ATP1B3	0.506615579321325	81	5	20260908
RANDOM_0241	23	OAS1	SNRPB	0.4618162950657088	103	18	20260908
RANDOM_0241	24	CXCL9	SNCAIP	0.9937404941357673	108	33	20260908
RANDOM_0241	25	CXCL10	TTC36	1.2638157716217273	168	11	20260908
RANDOM_0241	26	IFNG	IAPP	0.5758507794184602	191	22	20260908
RANDOM_0241	27	TNF	ESPNL	0.6374711944965155	112	21	20260908
RANDOM_0241	28	CCL5	TK1	0.672055837042247	62	27	20260908
RANDOM_0241	29	NKG7	SMOX	0.5090095526695069	152	6	20260908
RANDOM_0241	30	PRF1	ADAMTS6	0.3026233670909388	32	30	20260908
RANDOM_0241	31	GZMB	CFP	0.5947878583761512	75	17	20260908
RANDOM_0241	32	PDCD1	MACC1	0.1808141607238535	9	13	20260908
RANDOM_0241	33	LAG3	TRPC1	0.35108135145967195	39	23	20260908
RANDOM_0241	34	TIGIT	TCAF2	0.6269191715038949	184	24	20260908
RANDOM_0241	35	TOX	ADD2	0.7342754782475484	144	26	20260908
RANDOM_0242	1	CD3D	RAB34	0.8416571236545217	96	14	20260908
RANDOM_0242	2	CD3E	ABCC6P2	0.5406204431056248	111	19	20260908
RANDOM_0242	3	CD3G	LY96	0.7452657958282226	160	35	20260908
RANDOM_0242	4	CD247	FAM174B	0.4294143972330545	182	26	20260908
RANDOM_0242	5	LCK	HSH2D	0.4312775200448143	110	28	20260908
RANDOM_0242	6	FYN	RPAP3	0.30820982904480715	153	12	20260908
RANDOM_0242	7	ZAP70	NCKAP5	0.1027150651684257	1	32	20260908
RANDOM_0242	8	LAT	MSL3P1	0.9183202952807606	180	8	20260908
RANDOM_0242	9	LCP2	IL15RA	0.558905466130753	169	16	20260908
RANDOM_0242	10	TRAT1	HIGD1C	0.40654831942142705	129	10	20260908
RANDOM_0242	11	NFKB1	GSK3A	0.3063131797300741	186	2	20260908
RANDOM_0242	12	REL	SYNJ1	0.31479404834371505	158	24	20260908
RANDOM_0242	13	RELA	TSC22D2	0.38988104743981983	151	33	20260908
RANDOM_0242	14	NFKBIA	MCCC2	0.5963458491971819	161	22	20260908
RANDOM_0242	15	TNFAIP3	SORBS1	0.4983322142794653	168	15	20260908
RANDOM_0242	16	STAT1	NOMO1	0.9120179535172651	133	23	20260908
RANDOM_0242	17	IRF1	SEC61A2	0.5625063085724145	162	34	20260908
RANDOM_0242	18	IFIT1	APBA1	0.455361881146891	179	1	20260908
RANDOM_0242	19	IFIT2	SYCP3	0.33934071802072674	95	29	20260908
RANDOM_0242	20	IFIT3	ABHD11	0.24606877715015102	39	6	20260908
RANDOM_0242	21	ISG15	NPNT	0.5402782384325512	167	25	20260908
RANDOM_0242	22	MX1	BRCA1	0.43146888732730476	44	18	20260908
RANDOM_0242	23	OAS1	MOCOS	0.48670304488901117	127	11	20260908
RANDOM_0242	24	CXCL9	VNN1	0.9824440427583223	105	30	20260908
RANDOM_0242	25	CXCL10	SPINT2	1.0355058367442695	71	3	20260908
RANDOM_0242	26	IFNG	HLA-DOB	0.2627370070122207	5	21	20260908
RANDOM_0242	27	TNF	DCAF4L1	0.6216229615643991	99	9	20260908
RANDOM_0242	28	CCL5	TK1	0.672055837042247	62	17	20260908
RANDOM_0242	29	NKG7	C3orf67	0.3495416630810905	38	5	20260908
RANDOM_0242	30	PRF1	CMKLR1	0.4572148950992322	159	31	20260908
RANDOM_0242	31	GZMB	PRSS12	0.6336754377033598	104	4	20260908
RANDOM_0242	32	PDCD1	PCDHB10	0.33494638074365585	72	7	20260908
RANDOM_0242	33	LAG3	POM121B	0.2946893648993675	14	13	20260908
RANDOM_0242	34	TIGIT	TMEM191A	0.6167393939928884	174	20	20260908
RANDOM_0242	35	TOX	DCC	0.798840432723944	196	27	20260908
RANDOM_0243	1	CD3D	ACSM3	0.9024697010752345	129	4	20260908
RANDOM_0243	2	CD3E	VSNL1	0.4545672816059824	64	31	20260908
RANDOM_0243	3	CD3G	DMC1	0.6925771550798526	121	5	20260908
RANDOM_0243	4	CD247	SPN	0.29993439033117264	41	18	20260908
RANDOM_0243	5	LCK	ADCY10	0.5007553375132445	183	24	20260908
RANDOM_0243	6	FYN	HEBP1	0.27492591054773163	96	13	20260908
RANDOM_0243	7	ZAP70	ADRB2	0.3592447016784371	55	7	20260908
RANDOM_0243	8	LAT	AC034105.3	0.7732063562990209	93	20	20260908
RANDOM_0243	9	LCP2	MMUT	0.5261037242355474	128	25	20260908
RANDOM_0243	10	TRAT1	CTBP2P8	0.4154568547427794	144	16	20260908
RANDOM_0243	11	NFKB1	ERLEC1	0.30304061129717497	173	35	20260908
RANDOM_0243	12	REL	DDX31	0.25658124641722807	86	12	20260908
RANDOM_0243	13	RELA	UBE3C	0.33358633125518866	83	3	20260908
RANDOM_0243	14	NFKBIA	PTPN11	0.5979194596340227	164	19	20260908
RANDOM_0243	15	TNFAIP3	TSC22D1	0.4066689864330768	88	21	20260908
RANDOM_0243	16	STAT1	LAMP2	0.9521123007230455	157	30	20260908
RANDOM_0243	17	IRF1	C1GALT1	0.5195801473126311	114	14	20260908
RANDOM_0243	18	IFIT1	STAMBPL1	0.46030248437999477	183	29	20260908
RANDOM_0243	19	IFIT2	PANX1	0.36946558272609	140	28	20260908
RANDOM_0243	20	IFIT3	KLHDC8B	0.38567093629856186	190	2	20260908
RANDOM_0243	21	ISG15	ART4	0.3157418994486021	18	8	20260908
RANDOM_0243	22	MX1	EPB41L3	0.621117391017067	180	32	20260908
RANDOM_0243	23	OAS1	GRTP1	0.40317647693469044	52	15	20260908
RANDOM_0243	24	CXCL9	CA9	1.147891112951379	162	26	20260908
RANDOM_0243	25	CXCL10	BCL2A1	1.221183211382491	147	17	20260908
RANDOM_0243	26	IFNG	AL365357.1	0.23535479785562546	2	1	20260908
RANDOM_0243	27	TNF	OR52B6	0.5585947857578918	53	27	20260908
RANDOM_0243	28	CCL5	ACKR3	0.8758449389255369	175	22	20260908
RANDOM_0243	29	NKG7	IL1RL2	0.28502410310076176	22	11	20260908
RANDOM_0243	30	PRF1	ABCA4	0.3711069440675205	64	10	20260908
RANDOM_0243	31	GZMB	CCDC170	0.7497833384218887	183	34	20260908
RANDOM_0243	32	PDCD1	GJB3	0.2033679810934704	14	9	20260908
RANDOM_0243	33	LAG3	SLC16A10	0.32059093833256175	23	6	20260908
RANDOM_0243	34	TIGIT	NCF1C	0.6247043890770216	181	33	20260908
RANDOM_0243	35	TOX	CLDN3	0.7077701898838222	121	23	20260908
RANDOM_0244	1	CD3D	TPRG1	0.8191989237269356	80	27	20260908
RANDOM_0244	2	CD3E	P3H2	0.6089850675653253	174	32	20260908
RANDOM_0244	3	CD3G	CTAGE3P	0.5313268800157266	47	13	20260908
RANDOM_0244	4	CD247	PA2G4P4	0.3316883588903125	77	30	20260908
RANDOM_0244	5	LCK	TREH	0.3329631914059116	42	18	20260908
RANDOM_0244	6	FYN	MPP1	0.1325230645684515	11	29	20260908
RANDOM_0244	7	ZAP70	PLCE1	0.44884246265248384	125	24	20260908
RANDOM_0244	8	LAT	RBM14-RBM4	0.6962330995009136	53	11	20260908
RANDOM_0244	9	LCP2	LAMA4	0.48363778273175645	92	20	20260908
RANDOM_0244	10	TRAT1	SCHIP1	0.4057549649834645	128	33	20260908
RANDOM_0244	11	NFKB1	KLHL2	0.2587013859846951	97	8	20260908
RANDOM_0244	12	REL	CLCN6	0.34010161400312394	200	6	20260908
RANDOM_0244	13	RELA	IMMT	0.35983367914569203	112	25	20260908
RANDOM_0244	14	NFKBIA	OAZ1	0.6190048932611795	193	23	20260908
RANDOM_0244	15	TNFAIP3	VPS37A	0.4374936194852402	110	3	20260908
RANDOM_0244	16	STAT1	RDX	0.9595961741935615	163	12	20260908
RANDOM_0244	17	IRF1	PMS1	0.4929823782343865	93	2	20260908
RANDOM_0244	18	IFIT1	COL4A3	0.42114827546442873	136	35	20260908
RANDOM_0244	19	IFIT2	ROBO3	0.3742002758680868	142	31	20260908
RANDOM_0244	20	IFIT3	LURAP1L	0.38310178689971847	183	10	20260908
RANDOM_0244	21	ISG15	CDKN3	0.5783488927967847	199	7	20260908
RANDOM_0244	22	MX1	FBXO31	0.4330237273348354	45	5	20260908
RANDOM_0244	23	OAS1	PLA2G4C	0.35647562410893935	32	26	20260908
RANDOM_0244	24	CXCL9	FAM3B	0.8822033073302791	73	21	20260908
RANDOM_0244	25	CXCL10	SLC17A3	0.7761953432513946	20	17	20260908
RANDOM_0244	26	IFNG	AL590560.2	0.4450900562426307	59	4	20260908
RANDOM_0244	27	TNF	KCNJ14	0.7125226986771739	182	19	20260908
RANDOM_0244	28	CCL5	SLC2A9	0.685272231325219	69	1	20260908
RANDOM_0244	29	NKG7	CFP	0.5230498618389957	173	28	20260908
RANDOM_0244	30	PRF1	SLC16A10	0.3022204458731849	31	15	20260908
RANDOM_0244	31	GZMB	PFN2	0.7380906233224052	171	9	20260908
RANDOM_0244	32	PDCD1	UST	0.3629170119076877	92	16	20260908
RANDOM_0244	33	LAG3	SMOX	0.36183211075877475	47	22	20260908
RANDOM_0244	34	TIGIT	ADAP1	0.6167178719872735	173	34	20260908
RANDOM_0244	35	TOX	MGAM	0.7442567150447933	154	14	20260908
RANDOM_0245	1	CD3D	GBP5	0.9170353347110556	132	15	20260908
RANDOM_0245	2	CD3E	SMLR1	0.24308800381157078	10	6	20260908
RANDOM_0245	3	CD3G	GALNT7	0.7634146766889868	181	5	20260908
RANDOM_0245	4	CD247	NAIP	0.43537856989243373	189	30	20260908
RANDOM_0245	5	LCK	PRCD	0.2828801744926999	24	24	20260908
RANDOM_0245	6	FYN	PHPT1	0.2352833752471124	57	20	20260908
RANDOM_0245	7	ZAP70	EBF4	0.24790785661718637	8	3	20260908
RANDOM_0245	8	LAT	AP000812.5	0.8408857385021271	129	21	20260908
RANDOM_0245	9	LCP2	IFI16	0.23637751382660216	6	14	20260908
RANDOM_0245	10	TRAT1	GJC3	0.34474060006901	74	10	20260908
RANDOM_0245	11	NFKB1	MTMR12	0.23344985218869627	74	16	20260908
RANDOM_0245	12	REL	ZNF282	0.2948454396447166	129	26	20260908
RANDOM_0245	13	RELA	PPP4C	0.4164540913786923	184	35	20260908
RANDOM_0245	14	NFKBIA	DCAF6	0.6007636552075251	168	18	20260908
RANDOM_0245	15	TNFAIP3	CERS4	0.47473788742336315	143	12	20260908
RANDOM_0245	16	STAT1	ASPH	0.8897235128246903	125	1	20260908
RANDOM_0245	17	IRF1	SH2D4A	0.49199616723354145	92	4	20260908
RANDOM_0245	18	IFIT1	RYR3	0.4085446234838393	122	28	20260908
RANDOM_0245	19	IFIT2	ENDOV	0.26351948504315764	43	2	20260908
RANDOM_0245	20	IFIT3	DCLRE1A	0.28360681781413655	69	11	20260908
RANDOM_0245	21	ISG15	GTF2IP20	0.4340897589883711	75	31	20260908
RANDOM_0245	22	MX1	PHF19	0.5286662244673279	94	13	20260908
RANDOM_0245	23	OAS1	PRUNE1	0.42279715282554825	69	22	20260908
RANDOM_0245	24	CXCL9	TTC36	0.6435305295750205	25	25	20260908
RANDOM_0245	25	CXCL10	GLT1D1	1.1255676258221445	99	9	20260908
RANDOM_0245	26	IFNG	KRTAP5-7	0.3825379888372587	31	19	20260908
RANDOM_0245	27	TNF	TSPYL6	0.567116320705375	58	17	20260908
RANDOM_0245	28	CCL5	CR1	0.6768334669154207	63	7	20260908
RANDOM_0245	29	NKG7	CD96	0.5107668621271381	154	34	20260908
RANDOM_0245	30	PRF1	PAMR1	0.3910013011819853	80	33	20260908
RANDOM_0245	31	GZMB	SHLD2P3	0.6494581079709952	119	23	20260908
RANDOM_0245	32	PDCD1	ADGRE3	0.2546608417993812	27	27	20260908
RANDOM_0245	33	LAG3	WSCD1	0.39608220116083215	73	29	20260908
RANDOM_0245	34	TIGIT	STAR	0.46697171804741516	60	32	20260908
RANDOM_0245	35	TOX	GNAZ	0.5712761488877105	62	8	20260908
RANDOM_0246	1	CD3D	CD48	0.9443570928968437	143	30	20260908
RANDOM_0246	2	CD3E	CDC25A	0.5615885684566331	132	19	20260908
RANDOM_0246	3	CD3G	CD27	0.6960149436885185	125	11	20260908
RANDOM_0246	4	CD247	STAMBPL1	0.42707336147896113	174	18	20260908
RANDOM_0246	5	LCK	BRSK1	0.25330350200172486	17	22	20260908
RANDOM_0246	6	FYN	CLN6	0.31679724841884105	162	26	20260908
RANDOM_0246	7	ZAP70	ALOX5	0.5008470688511275	170	15	20260908
RANDOM_0246	8	LAT	AL158156.1	0.8894207073993536	160	34	20260908
RANDOM_0246	9	LCP2	CYTH4	0.3809588177469312	35	16	20260908
RANDOM_0246	10	TRAT1	CTBP2P8	0.4154568547427794	144	32	20260908
RANDOM_0246	11	NFKB1	CNST	0.3036210180005697	174	35	20260908
RANDOM_0246	12	REL	FAN1	0.2587236342549312	88	29	20260908
RANDOM_0246	13	RELA	WAPL	0.2504652203662582	26	10	20260908
RANDOM_0246	14	NFKBIA	PDXK	0.45966410510554817	50	21	20260908
RANDOM_0246	15	TNFAIP3	GRB14	0.3910420352780101	76	5	20260908
RANDOM_0246	16	STAT1	CAT	0.49152622221219766	20	4	20260908
RANDOM_0246	17	IRF1	SNRPF	0.5214574048527779	116	28	20260908
RANDOM_0246	18	IFIT1	PRKCB	0.2550172455456563	24	23	20260908
RANDOM_0246	19	IFIT2	VASH1	0.3973292378363251	175	33	20260908
RANDOM_0246	20	IFIT3	ZNF548	0.3849202547415604	187	25	20260908
RANDOM_0246	21	ISG15	GJA1	0.4795054939805368	110	2	20260908
RANDOM_0246	22	MX1	INCENP	0.633042476298309	195	6	20260908
RANDOM_0246	23	OAS1	PI4K2B	0.48453484120866297	126	13	20260908
RANDOM_0246	24	CXCL9	PCOLCE2	0.46932564816537853	11	7	20260908
RANDOM_0246	25	CXCL10	VNN2	1.1497201557552583	109	24	20260908
RANDOM_0246	26	IFNG	KLHL2P1	0.4219551116998943	51	31	20260908
RANDOM_0246	27	TNF	CRB2	0.4997412658255913	33	8	20260908
RANDOM_0246	28	CCL5	LPAL2	0.44835634910543637	10	14	20260908
RANDOM_0246	29	NKG7	IL21R	0.5501046828550772	199	20	20260908
RANDOM_0246	30	PRF1	ANO5	0.35198586969231155	55	1	20260908
RANDOM_0246	31	GZMB	CCDC183	0.5688501713759977	59	17	20260908
RANDOM_0246	32	PDCD1	SLC6A4	0.3806857818525668	109	12	20260908
RANDOM_0246	33	LAG3	ZNF382	0.5058058788727567	182	9	20260908
RANDOM_0246	34	TIGIT	NCF1C	0.6247043890770216	181	27	20260908
RANDOM_0246	35	TOX	FHOD3	0.7642851535732559	171	3	20260908
RANDOM_0247	1	CD3D	RHOF	1.0307869867543484	199	7	20260908
RANDOM_0247	2	CD3E	AIF1	0.4497343038473354	62	25	20260908
RANDOM_0247	3	CD3G	TPRG1	0.7288897519924493	149	9	20260908
RANDOM_0247	4	CD247	AGAP10P	0.3144011594027815	62	14	20260908
RANDOM_0247	5	LCK	NPR3	0.36641605023858564	60	13	20260908
RANDOM_0247	6	FYN	STRADB	0.17237434514330566	18	22	20260908
RANDOM_0247	7	ZAP70	SNX22	0.5084498433429891	177	33	20260908
RANDOM_0247	8	LAT	C7orf25	0.6001857771844955	26	34	20260908
RANDOM_0247	9	LCP2	GPC6	0.5646592552792828	176	5	20260908
RANDOM_0247	10	TRAT1	HNRNPA1P62	0.4070387623518595	132	20	20260908
RANDOM_0247	11	NFKB1	GSK3B	0.20799852859835882	49	24	20260908
RANDOM_0247	12	REL	NEU3	0.27923642841061813	108	8	20260908
RANDOM_0247	13	RELA	RNF167	0.3897599254799785	149	16	20260908
RANDOM_0247	14	NFKBIA	MGAT4B	0.530127806300191	99	21	20260908
RANDOM_0247	15	TNFAIP3	HCLS1	0.27205310420165363	18	19	20260908
RANDOM_0247	16	STAT1	SHC1	0.8687726969003282	116	4	20260908
RANDOM_0247	17	IRF1	SH2D4A	0.49199616723354145	92	30	20260908
RANDOM_0247	18	IFIT1	NCF4	0.379058235657606	99	18	20260908
RANDOM_0247	19	IFIT2	RCSD1	0.4022426531188789	182	3	20260908
RANDOM_0247	20	IFIT3	KLHDC8B	0.38567093629856186	190	31	20260908
RANDOM_0247	21	ISG15	HAVCR2	0.18397589078731014	3	32	20260908
RANDOM_0247	22	MX1	FUOM	0.5893951423647619	148	28	20260908
RANDOM_0247	23	OAS1	GIMAP4	0.47298157933430723	113	6	20260908
RANDOM_0247	24	CXCL9	MMP9	0.5766300085945042	18	11	20260908
RANDOM_0247	25	CXCL10	CPN1	1.2058926839066748	140	26	20260908
RANDOM_0247	26	IFNG	NDNF	0.2809010389976067	10	17	20260908
RANDOM_0247	27	TNF	B3GALT4	0.6265085852709347	102	23	20260908
RANDOM_0247	28	CCL5	SLC1A5	0.6782124152442108	65	1	20260908
RANDOM_0247	29	NKG7	C1orf53	0.4776437994775471	127	12	20260908
RANDOM_0247	30	PRF1	LHFPL2	0.2520226459264155	15	2	20260908
RANDOM_0247	31	GZMB	CRLF1	0.7671081268277364	196	27	20260908
RANDOM_0247	32	PDCD1	SPC25	0.37125081774697705	97	10	20260908
RANDOM_0247	33	LAG3	ADRB2	0.5050427289252786	180	35	20260908
RANDOM_0247	34	TIGIT	P3H2	0.6337736380979991	194	15	20260908
RANDOM_0247	35	TOX	DBH	0.686475336281071	107	29	20260908
RANDOM_0248	1	CD3D	NPNT	0.9149397806908569	131	4	20260908
RANDOM_0248	2	CD3E	CYTIP	0.4566938567961071	67	23	20260908
RANDOM_0248	3	CD3G	NETO2	0.7421311751285999	155	8	20260908
RANDOM_0248	4	CD247	PHKA1	0.4144632293190579	156	9	20260908
RANDOM_0248	5	LCK	SCARF2	0.34569885793939104	47	20	20260908
RANDOM_0248	6	FYN	YKT6	0.22876535372337214	44	7	20260908
RANDOM_0248	7	ZAP70	TCIM	0.5160692752865333	187	24	20260908
RANDOM_0248	8	LAT	WDR92	0.343433246355852	3	25	20260908
RANDOM_0248	9	LCP2	ETV5	0.5129421046537038	116	12	20260908
RANDOM_0248	10	TRAT1	AC115223.1	0.3750208432436243	101	34	20260908
RANDOM_0248	11	NFKB1	ZFP64	0.22181859600143589	60	18	20260908
RANDOM_0248	12	REL	FBXO28	0.27688069614579364	104	32	20260908
RANDOM_0248	13	RELA	WAPL	0.2504652203662582	26	5	20260908
RANDOM_0248	14	NFKBIA	PHB2	0.43788921034696715	32	1	20260908
