HE_Annotation	response	x	y	raw_target_score	broad_immune_score	conditional_score	x_hires	y_hires	tissue_hires_scalef	coordinate_status	adjacent_section_status
Tumor	Nonresponder	1550	1787	0.50796765010062	0.903270071054453	1.91205223960352	1033.333385	1191.3333929	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1398	1675	0.140219605946502	0.608901319306483	-1.62419756676211	932.0000466	1116.6667225	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1462	1450	0.44058557452743	0.784828649656112	1.67160159880415	974.6667154	966.666715	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1429	1319	0	0	0.326401623834282	952.6667143	879.3333773	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1505	1413	0.439981474132553	0.245966658043276	4.39310359211569	1003.3333835	942.0000471	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1830	1561	0.244380011598755	0.337339403917509	0.602574348699676	1220.000061	1040.6667187	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1830	1524	0.228403004102919	0.259302495558489	0.717427341526628	1220.000061	1016.0000508	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1646	1319	0	0.439444915467244	-1.45326894277696	1097.3333882	879.3333773	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1344	1694	0.111741867901521	0.712254414128965	-2.48243951549916	896.0000448	1129.3333898	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1592	1375	0.255573732299733	0.778487443108078	-0.749179333552214	1061.3333864	916.6667125	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1593	1749	0.16192966985663	0.222712733856706	-0.0413223148782044	1062.0000531	1166.0000583	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1387	1694	0.130771781923736	0.515291436298884	-1.31040975764054	924.6667129	1129.3333898	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1873	1524	0.218807874043702	0.194650405838775	0.888004803840986	1248.6667291	1016.0000508	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1538	1506	0.339827120943111	1.16219906125357	-1.40620977483229	1025.3333846	1004.0000502	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1690	1580	0.0981193764075985	0.268817996073914	-0.304596687007782	1126.666723	1053.333386	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1278	1507	0.197320278844458	0.255021433923881	0.339974691342487	852.0000426	1004.6667169	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1538	1656	0.221767219716257	0.259381354776148	0.68737876676467	1025.3333846	1104.0000552	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1527	1413	0.0715151070287373	0.429437167005351	-1.58929704169379	1018.0000509	942.0000471	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1581	1543	0.232367033170474	0.450426985374378	-0.0690913431178577	1054.0000527	1028.6667181	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1549	1712	0.159740232677326	0.333124773078862	-0.533328023077058	1032.6667183	1141.3333904	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1429	1357	0.339054114224686	0.584865650410489	1.45715951683874	952.6667143	904.6667119	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1181	1526	0.195700764339451	0.383816161837702	-0.224506888181101	787.3333727	1017.3333842	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1473	1544	0.209601512296251	0.47259836482491	-0.426315680199452	982.0000491	1029.3333848	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1668	1693	0.160251700678342	0.316111279580837	-0.418919920236962	1112.0000556	1128.6667231	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1538	1356	0.154130635170943	0.248617194706018	0.0380415772097678	1025.3333846	904.0000452	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1256	1357	0	0	-0.0993025734747269	837.3333752	904.6667119	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1809	1636	0.216488143619507	0.336605884829243	0.216164407773902	1206.0000603	1090.6667212	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1387	1656	0.148416504201723	0.290739703350007	-0.00131250913862289	924.6667129	1104.0000552	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1559	1394	0.087490548467862	0.765542299093793	-2.66870171742635	1039.3333853	929.3333798	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1820	1618	0.176336659079455	0.351568792441191	-0.392831699884668	1213.333394	1078.6667206	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Out-of-bound	Nonresponder	1581	1319	0.342929481710264	1.07575063851444	-0.2587928733054	1054.0000527	879.3333773	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1538	1431	0.319297966363358	0.597171534484883	1.00111021598588	1025.3333846	954.0000477	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1506	1525	0.304369409489841	0.580081754466239	0.456993338140084	1004.0000502	1016.6667175	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1830	1599	0.205769355923691	0.305897048967475	0.212678745682874	1220.000061	1066.0000533	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1474	1731	0.673381888594414	1.55922548411564	1.42192328702989	982.6667158	1154.0000577	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1483	1338	0.156805390589448	0.274409433531534	0.250720330977295	988.6667161	892.0000446	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1430	1656	0.347105615986823	0.672707255111555	1.08261026565403	953.333381	1104.0000552	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1819	1580	0.212914487692405	0.233431410887451	0.611931818234351	1212.6667273	1053.333386	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1311	1451	0.163578833475598	0.211241366949246	0.0660426954131	874.0000437	967.3333817	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1841	1468	0.226357196352907	0.301344570560205	0.515564948045368	1227.3333947	978.6667156	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1819	1468	0.247606762436696	0.406915627848829	0.357672511567377	1212.6667273	978.6667156	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1159	1563	0.187432759658149	0.271995413564867	0.154413378413277	772.6667053	1042.0000521	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1408	1357	0.105666121829818	0.340680470686516	-0.681621488856825	938.6667136	904.6667119	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1494	1394	0.108869184920173	0.633147099425639	-1.67323154680301	996.0000498	929.3333798	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1723	1749	0.211203016089469	0.349163848655069	0.12360016028619	1148.6667241	1166.0000583	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1625	1543	0.187599036659741	0.560442162777833	-0.729901035187748	1083.3333875	1028.6667181	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1235	1657	0.278565185946535	0.706258045254868	-0.281076116413254	823.3333745	1104.6667219	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1733	1693	0.191440796334306	0.371828619218374	-0.280804925059173	1155.3333911	1128.6667231	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1441	1525	0.199273094410515	0.434433296172254	-0.397142005255555	960.6667147	1016.6667175	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1852	1561	0.255352478189169	0.411238086545991	0.428357491341709	1234.6667284	1040.6667187	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1581	1356	0.139961495857161	0.163288411833355	0.63480787693382	1054.0000527	904.0000452	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1700	1449	0.213968317567273	0.426424062635978	-0.185404005253958	1133.33339	966.0000483	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1559	1431	0.456796399238967	1.13015827197039	0.406614849162286	1039.3333853	954.0000477	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Out-of-bound	Nonresponder	1159	1526	0.280024529109877	0.38640397210143	0.895773204710259	772.6667053	1017.3333842	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1582	1618	0.155523530247759	0.288157119821056	-0.322198153741472	1054.6667194	1078.6667206	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1635	1525	0.182567454279492	0.388243750034408	-0.331232316118701	1090.0000545	1016.6667175	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1754	1431	0.1690318119749	0.250075700462272	-0.0530065569972194	1169.3333918	954.0000477	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1712	1693	0.206619459067047	0.482038911356552	-0.517895602713302	1141.3333904	1128.6667231	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1571	1637	0.220592940372087	0.455307363396546	-0.0554579073977993	1047.3333857	1091.3333879	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1721	1337	0	0.347049481043592	-1.35627449274071	1147.3333907	891.3333779	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1463	1675	0.350047784863748	0.809437493186909	0.187621152954178	975.3333821	1116.6667225	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1375	1450	0.230773927676481	0.292359151149256	0.622028395430042	916.6667125	966.666715	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1625	1805	0.231579783332356	0.343928377702528	0.451786380786409	1083.3333875	1203.3333935	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	388	349	0	0	2.16483957736394	258.6666796	232.6666783	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1548	1375	0.345348339053223	0.410775933935966	2.31362944598224	1032.0000516	916.6667125	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1268	1638	0.201788550028464	0.404778142304446	0.226022707166687	845.3333756	1092.0000546	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1711	1506	0.162802709075677	0.289668932496969	-0.126461001229256	1140.6667237	1004.0000502	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1776	1393	0.183096407671205	0.310750541271317	-0.0405997937151207	1184.0000592	928.6667131	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1657	1599	0.270475645879037	0.671807915053556	-0.0325263472399494	1104.6667219	1066.0000533	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1516	1319	0.168882994472526	0.888226848907545	-1.89869950679932	1010.6667172	879.3333773	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Out-of-bound	Nonresponder	1732	1393	0.208211509199813	0.563053374390625	-0.795800814760689	1154.6667244	928.6667131	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1570	1263	0	0	0.676026236149365	1046.666719	842.0000421	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1647	1768	0.284767290510768	0.455004780428049	0.661515528327882	1098.0000549	1178.6667256	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1766	1674	0.173775217819175	0.347617126751728	-0.41850748621032	1177.3333922	1116.0000558	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Adj. liver	Nonresponder	1397	1413	0.172161129664841	0.452860289714012	-0.668667802514289	931.3333799	942.0000471	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1538	1394	0.10361892413384	0.461015563324595	-1.0671128935778	1025.3333846	929.3333798	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1430	1768	0.570589086011424	1.48348178732082	0.326334291371203	953.333381	1178.6667256	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1376	1638	0.107098153611067	0.374843537638734	-0.570800319690595	917.3333792	1092.0000546	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1678	1375	0.13626651090112	0.749890252844927	-1.74072152778543	1118.6667226	916.6667125	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1494	1319	0	0	-0.196328452346553	996.0000498	879.3333773	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1321	1394	0.100331247744016	0.169514015328503	-0.0398435730182921	880.6667107	929.3333798	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1462	1375	0.267313360525506	0.305337491140641	1.60933068877714	974.6667154	916.6667125	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1841	1430	0.207762978399253	0.316600232424076	0.213214811849936	1227.3333947	953.333381	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1570	1375	0.307927271262231	0.438817369981587	1.62261979870279	1046.666719	916.6667125	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1343	1432	0.253827548850281	0.613201934323581	-0.412289771145237	895.3333781	954.6667144	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1787	1412	0.195657536547633	0.28269987887834	0.207818176004793	1191.3333929	941.3333804	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1235	1395	0.105020778866483	0.337930344139852	-1.00573019775832	823.3333745	930.0000465	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1625	1768	0.175637414609125	0.359827123262846	-0.431437497812553	1083.3333875	1178.6667256	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1592	1562	0.250108161274898	0.623944871821778	-0.533441182014313	1061.3333864	1041.3333854	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1203	1601	0.26684100326125	0.563088094017057	-0.0526398596980401	802.0000401	1067.3333867	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1743	1449	0.181216295672042	0.330357227453252	-0.233004512322345	1162.0000581	966.0000483	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1819	1505	0.199199200572503	0.392772482781494	-0.234820157146651	1212.6667273	1003.3333835	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1625	1618	0.201405549870845	0.336335332379394	0.10763958110955	1083.3333875	1078.6667206	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1289	1413	0.151193009009631	0.132717065946437	0.235322474187539	859.3333763	942.0000471	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1614	1749	0.186790694762987	0.232723372535206	0.254049179535915	1076.0000538	1166.0000583	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1603	1431	0.599286382598172	1.33150360370108	1.28846300378832	1068.6667201	954.0000477	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1246	1413	0.168209200003888	0.185976958092504	0.245600123891122	830.6667082	942.0000471	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1289	1376	0	0.307644534511495	-1.82719755425261	859.3333763	917.3333792	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Adj. liver	Nonresponder	1419	1375	0.421897513950901	0.740082864997474	1.48849742598755	946.0000473	916.6667125	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1722	1637	0.132787813350637	0.267147004606311	-0.619189641426996	1148.0000574	1091.3333879	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1701	1712	0.225782308109658	0.406985848930234	0.0461327172859063	1134.0000567	1141.3333904	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1559	1468	0.370443241315005	1.13936923708764	-0.809209206790792	1039.3333853	978.6667156	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1787	1562	0.206669795049183	0.310150235352227	0.215750384844384	1191.3333929	1041.3333854	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1527	1637	0.121456091393162	0.188666466426019	-0.168717154570506	1018.0000509	1091.3333879	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1235	1432	0.17736300563338	0.324102064209332	-0.223968654228979	823.3333745	954.6667144	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1700	1524	0.123949624437022	0.273986671873953	-0.377065620946522	1133.33339	1016.0000508	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1290	1713	0.193489601382203	0.576008891271622	-1.02926218561038	860.000043	1142.0000571	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1678	1450	0.24452475629678	0.484814503348312	-0.00910252385080661	1118.6667226	966.666715	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1830	1449	0.202248228861985	0.24828835646126	0.414099790399531	1220.000061	966.0000483	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1299	1357	0.0848459547259631	0	1.12149643827293	866.0000433	904.6667119	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1733	1730	0.212050765064198	0.303371365515173	0.305242319239864	1155.3333911	1153.333391	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1657	1524	0.159043709736495	0.405616206827052	-0.681845749510374	1104.6667219	1016.0000508	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1528	1675	0.178209670401506	0.314766733101959	-0.176358702203811	1018.6667176	1116.6667225	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1452	1619	0.216523872966234	0.420173393289829	-0.098948471860796	968.0000484	1079.3333873	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1732	1356	0	0.618846198133139	-3.00166256908065	1154.6667244	904.0000452	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1441	1712	0.429535212137527	1.43760307797045	-1.36776639572433	960.6667147	1141.3333904	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1830	1636	0.2090679402524	0.320563258447432	0.196967516366786	1220.000061	1090.6667212	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1657	1450	0.340268825871669	0.753869919262712	0.169456872126949	1104.6667219	966.666715	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1646	1543	0.250337829231381	0.48647527201043	0.504598214647358	1097.3333882	1028.6667181	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1505	1487	0.288534886303213	0.601617404179597	0.346317338222001	1003.3333835	991.3333829	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1613	1412	0.391931888262991	1.23040216525265	-0.948047009806965	1075.3333871	941.3333804	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1711	1580	0.168525309614656	0.352081007664187	0.209475697941579	1140.6667237	1053.333386	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1192	1544	0.211957679167977	0.335413516613626	0.174126554666939	794.6667064	1029.3333848	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1582	1768	0.203079897581175	0.386391960685571	-0.164167574935042	1054.6667194	1178.6667256	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1192	1469	0.206799596821575	0.41321530856289	-0.219559260683145	794.6667064	979.3333823	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1776	1580	0.163323978019323	0.279186694305142	-0.231871934859532	1184.0000592	1053.333386	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1776	1505	0.220315772217181	0.355201119019977	0.2053462806125	1184.0000592	1003.3333835	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1408	1506	0.212225946185495	0.350319701731313	0.155704181988578	938.6667136	1004.0000502	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
