cohort	draw_id	matched_program_genes	conditional_response_effect	conditional_cohort_mean	target_response_effect	target_cohort_mean	program_size	nearest_candidate_pool	matching	seed	random_sets_are_biological_replicates
GSE238264	RANDOM_198	ANK3;DPT;BATF3;DDR2;MMP19;CMTR2;MIR99AHG;GPR183;VASH1;AC005520.2;PHF3;ZNF462;FBXO7;MAGED1;PKDCC;SARAF;KLHL21;CSRNP1;SLC9A1;NGEF;SLC27A2;FOLR2;RAC2;SIRPA;TAOK3;AC107294.2;ITGB1-DT;OSBPL8;PRKCH;CXCL6;BCAS4;CYP2S1;LAT2;EPB41L4A;PTCH2	0.0377083570844805	0.02301509113928	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_199	PCED1B-AS1;MOGAT3;SLIT3;NOD1;FAM99A;SASH1;SCN1B;TNFRSF25;GYS2;AHSP;LRP11;EPS8L1;MAN2C1;NDUFA7;ST3GAL3;COL1A2;FABP5;FAAH;SAMD11;GLIPR2;H6PD;RASGEF1B;RNF208;SLC25A37;RAB4B;AL365272.1;LINC01238.1;NBL1;SLC1A3;KIF3A;COL4A4;U91319.1;TMEM273;PHACTR1;B4GALT1-AS1	-0.00536082108777679	0.0446471287766249	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_200	VSIG4;RNF166;IGHD;CLEC4G;ZC3H12A;FAM126B;SP110;ATG4C;ZNF292;TAFA5;TRIM41;WFDC1;MRPS11;POLR2I;RAPGEF2;ERRFI1;LCP1;CHMP7;PLEKHM3;CCDC91;SZRD1;CYBB;LEF1;ZSCAN31;ISG20;AC025754.2;TIFAB;DNASE1L3;DCP1A;VAT1L;AL354872.2;CPEB1;TBXA2R;GPIHBP1;INTS6-AS1	0.00148645751103624	0.0111449813406354	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_201	LINC01767;LIFR;TMEM159;ORAI2;HIVEP2;ARHGAP26;PSTPIP2;CD7;RAB34;BANK1;GATAD2B;PTGS2;TMEM106B;CHMP2A;ARMCX3;BZW1;HSD17B14;ARHGAP29;MYCT1;PEX11A;FSTL1;ARHGAP45;RGS10;SIRPA;ATM;INSC;AC107294.2;RCAN1;IL2RG;ZNF564;PFKFB1;TESPA1;BOC;TRIM21;TRDMT1	0.0165101171417278	0.0226235169060888	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_202	PTPRU;THBD;ARHGEF6;GOLGA8A;GREM1;SSH1;AMOTL2;MAP3K6;DGLUCY;FHOD3;CLK3;GZMM;THRAP3;STT3B;RGS2;H1FX;TCEAL9;DBH-AS1;NEURL2;CXCL8;LENG8;PURA;LEF1;XDH;AC021074.3;AC022784.6;STEAP1B;DHODH;NMI;HAPLN3;SLC25A36;LILRA2;RSPH3;CD300LF;MAPK4	0.0304972599218788	0.0214887931387177	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_203	GPSM3;APOD;EVA1C;SLC7A7;LXN;DRAM1;ACSS1;ITPR1;TMEM161B-AS1;ASPHD2;SMIM10L1;FOXF1;ZNF593;S100A16;AQP7;NDUFB10;SH3YL1;DENND5B;B4GALNT1;NGFR;LGALS8;GNPTAB;NBPF12;ZBTB48;DNAJC12;TECTA;UPK1A-AS1;SNX10;SYT7;ARHGAP10;RSPH3;BNC2;MIR193BHG;SNHG22;ATAD5	0.0159373892735206	0.0222858013105481	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_204	DSE;SPTLC3;SLC9A1;COLEC10;NFAT5;BCL2L11;PIK3CD;TRPS1;TMOD1;AL138826.1;KDM4B;P2RY13;SYAP1;C4orf48;IER5L;MORF4L1;ARSD;PLSCR4;VAV1;DNAJC16;TLCD4;ZBTB4;PPIL4;AC021074.3;LHFPL6;AC011472.4;IFNG-AS1;SOX9-AS1;DAPK2;CCN4;TBXA2R;PAX5;CA14;TRIM21;DNAJB5	-0.00464152290940207	0.0228056093899127	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_205	SAP25;CLEC2D;TMEM159;BICC1;ART4;PPIL4;IFITM1;FNDC1;AP004609.3;CD1E;REXO1;TLR5;EGLN2;C6orf62;MAP4K3-DT;ACAT1;PID1;PDGFC;MITF;CHST12;ITPR2;HCST;ABCC9;OGFOD1;ELP3;RUNDC3A;AC011484.1;FBN1;MTHFR;FCN1;CSGALNACT1;ZNF521;AL022328.4;SPATA6L;AC048341.1	0.0170997288091016	0.00837525370578672	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_206	ABCC9;FMOD;NBPF26;RELT;NCKAP1L;SERTAD3;SEZ6;KCNMA1;CYP1B1;RGS18;PDGFA;SYTL3;ILVBL;GNS;DOCK5;AURKAIP1;TCEAL9;CYP39A1;SHPRH;SAP25;PREB;PTF1A;GALNT10;CPM;CLEC11A;AC009318.3;LDLRAD2;DERL3;OAS2;FGD2;LILRB3;AL353572.4;SLC25A36;CALHM2;ZDBF2	0.0235198454210194	0.0256618618252419	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_207	RAB8B;KIAA2026;NBPF26;CARMN;ITGBL1;TYW3;DBH;COMP;ADGRA2;AC006213.4;PXDN;CADM3;NTPCR;STMN1;SOCS5;ACAT1;MYO15B;ATXN2;ITGB2-AS1;GMIP;TSPAN4;BIRC3;FAM53B;XAF1;GRASP;UXT-AS1;TGM1;AL031058.1;CREBRF;MAP4K1;MAP3K5;LINC02593;AC004233.2;S100B;BEX5	0.0205403322940494	0.0202301896402483	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_208	PTPRU;LAIR1;LRRC25;MFAP2;CMKLR1;DOCK5;PARP3;FRMD6;GNB4;PLPP7;UCHL3;LINC02362;WDR45;GGCX;PUM3;MGAT1;SF3A3;MYRIP;LINC01116;CIPC;TPRG1L;CORO7;EARS2;FCGR2A;SNAPC4;AL732509.1;AC008764.6;COX7A1;NBPF12;TMEM273;F8;LILRA2;PLA2G7;CPXM2;HYPK	0.0356556036340693	0.0184934147463257	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_209	CRHBP;ADGRA2;PLA2G2D;SLC1A1;CELF2;FGFR1OP2;EME2;LILRB2;CDC42EP3;DRC3;MEF2A;AC008105.3;ATPAF1;AC007952.4;RSPRY1;GDI2;AMPD2;KAT6A;TMTC1;FUT11;CCDC50;ARL4C;FBXW7;EPHA1;GDA;INSC;SPEF1;NMRAL1;MICAL2;ANKRD26;FAP;C14orf180;HAVCR2;ITK;ZNF497	-0.00665553093617405	0.0128511543667036	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_210	PLEK;BTN3A2;L3MBTL4;FBXL20;EVI2B;GYS2;FRZB;ITM2A;C3AR1;CLIC5;TP53INP2;FCRLA;SCRIB;TGM2;RNF169;RAMP1;PPP1R3B;EPDR1;CACHD1;BAIAP2L2;WNK1;PART1;NUBPL;OSTM1;HDAC7;LINC00239;LINC01214;CPVL;CCDC159;PAMR1;GAS7;Z73420.1;NBPF14;CLIC3;FAM71E1	0.014491830442883	0.0162224450117478	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_211	KIAA2026;CCSER2;CXCL13;TRABD2A;CD84;GPC6;STAT5A;ADAP2;LIFR;SPOCD1;ADGRG6;LINC01503;FAM168B;PSMA6;NUP93;HNRNPA3;TMED3;MIER1;HEY2;SYT12;PECAM1;TRIM56;AP004609.3;TTC9;ZBTB4;SOX2-OT;ACKR4;PAGE4;THBD;PLEKHG1;TNFRSF14-AS1;AC006480.2;KCNE4;MIRLET7BHG;SSUH2	0.0104889774081663	0.0145749050333374	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_212	APOBEC3C;NABP1;TSPEAR-AS2;CHRDL1;ITGA4;ABCA7;FAS;KCNJ3;RTP3;AGBL2;CBWD5;CLTRN;TRABD;TMBIM1;PAXBP1;MLXIPL;PID1;MR1;SOX5;CCDC91;LENG8;RNF20;RHBDF2;MAD1L1;ZCCHC2;CAPN8;DNAH2;ENO3;ARMCX6;SASH3;BCO2;LINC01370;GNLY;GAS1;MROH2A	0.0212752411601342	0.0215147022295631	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_213	PRDM2;TIPARP;TBXA2R;ANGPTL6;FCN2;GIMAP5;CD84;GPRC5B;PTK2B;MED14OS;FBRS;AC104083.1;KLF9;CCT8;INO80D;RAB1A;TMEM53;CHMP7;MSANTD4;LUZP1;CENPB;RAB12;PLGLB2;MICAL1;ANTXR2;DNAH2;NECTIN4;IFITM10;TBC1D10A;HSPB2;SLC28A1;ST6GAL2;RRAD;FAM149A;RANBP17	0.0399203452456361	0.0153395406889654	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_214	PLA2G4C;ELF1;CNN1;CTHRC1;PLCB2;STXBP3;MAP7D3;USPL1;FRMD4B;FGF1;FXYD6;HOXA3;FAM136A;CBX3;RAPGEF2;TMEM205;SETX;RECQL;VAV1;ITPRIP;F13B;CHD1;SLC23A1;HELZ;PPARGC1A;AL356356.1;ADAMTS3;LMO4;ABCA7;LINC01146;ENPP3;STAC3;TLE4;GPR34;TRAM1L1	0.00943336597078044	0.0119802386640412	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_215	CCL4;ARID4A;CCL4L2;RELT;ACKR1;TRIM22;BCL9L;RASAL3;DOCK5;TLR6;LRRC20;P3H2;GAK;ENTPD5;MIER2;FURIN;EHD2;ZNF512;BMERB1;CADPS2;SLCO1B1;LIPG;ZEB1;KMT2A;SERPINI2;DIABLO;AL137802.2;GHRH;OAS2;P3H3;SLC28A1;AP001062.1;BLK;CSF2RB;HOXD8	0.000522740327288926	0.0287186684771178	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_216	COL16A1;AQP7;LILRB3;SLC25A24;POLR2J3;ARHGEF17;SEZ6L2;ITFG2;SZT2;IRF4;BRD3;CYP3A43;TPRG1L;SRPRB;RNF169;VDAC1;SNX10;FHL1;ZNF117;MTMR11;CNN2;CORO7;NNT-AS1;SYNE2;TUT4;INSC;AC011484.1;RASD1;THEMIS2;GFOD1;MAP3K5;PCDH7;SLC22A12;CHN1;MAPK4	0.0248235495548036	0.0120450962261005	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_217	IRF2;GABPB1-AS1;PRG2;RCSD1;LTF;CDC42EP3;PEAR1;ESCO1;NPL;LINC02388;RPF1;GPR65;OCIAD2;ERG28;CDK3;TRAM1;CYTOR;GALNS;MSRB3;AC083809.1;CXCL16;CCDC152;SLC6A2;SLC2A3;CBLB;FSTL4;GAS6-DT;TRBC1;PLGLB2;BLK;LACC1;AC114291.1;ME3;USH2A;HOXD9	0.0190697059458049	0.015705555533442	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_218	CRHBP;ETV6;FCHSD1;PLAU;PTH1R;DCP1A;SCN1B;HCK;ADGRF5;CYP26B1;FAF1;TIMP4;OGDH;CTSF;PLPP2;SELENBP1;AP1G1;CYP39A1;DSEL;CCDC91;CRK;REG3A;TMEM87B;CAPN5;RAB4B;CNNM3-DT;AC093512.1;LIMS2;LURAP1L;ALPK2;AL022328.4;TBC1D8;GPX8;SIGLEC10;NEIL3	0.00771456626547426	0.0118605230786797	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_219	PREX1;CA4;CLIC2;ZG16;PLCB2;LDB2;HIVEP2;MMP19;PLXDC2;AL050309.1;TWF2;P2RY13;SLC27A2;HMGN1;HK1;DUSP23;SDC3;ATXN2;MYO7B;ENDOD1;DDX1;MYRIP;PAN3;ZYG11B;MACROD1;BCDIN3D-AS1;AC026367.2;CCKBR;MAMDC4;FGD2;WRN;PLCXD3;BOC;SLF1;B4GALT1-AS1	0.0119853973319393	0.0212802665715799	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_220	CCDC91;ROBO2;GPX8;AC021054.1;MYH11;TIPARP;EHD3;MYO5A;TTC14;PINLYP;RNF31;JSRP1;PIN1;LEAP2;MIR1915HG;ACADSB;MARCH2;INTS6;C3orf85;DDX60;TRIM44;RGL1;PITPNM2;UNC93A;ZDHHC20;LINC01354;SLC9B1;TNXB;TBXAS1;MYO1G;CCDC146;CPEB1;DOCK11;CD300LF;DLX6-AS1	0.0076158815066777	0.0205675643751599	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_221	FLI1;LAIR1;CNRIP1;ITM2A;CD84;HLA-DOA;IFIT5;ZNF337;TRIM22;CXCL3;GSDMB;SEMA4A;FLAD1;TMEM147;CALML4;SRSF2;SESN3;NHLRC3;UGT3A1;JDP2;GPAT4;CEPT1;GPR137B;HAO2;MMP11;SLC9B1;AC073349.1;MGLL;S1PR1;ZNF564;CCDC24;PIK3C2G;THRSP;DACT3;ZNF440	0.0161367743577263	0.0119775636313359	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_222	ITGA4;IGFALS;CHST1;LMOD1;PRDM1;KPNA6;PLCG2;MSC;ST6GALNAC4;SMIM10;USP40;SCTR;GRK2;NNT;MED12;EIF3G;BOLA2B;MLPH;SLC28A1;PPIL4;UBE2I;HLA-DRB5;MTRF1L;UNC93A;COPZ2;BACH1-IT2;AC005726.1;TSPAN5;SPHK1;KIF3A;HAVCR2;LYPD2;LACC1;MIRLET7BHG;ZNF619	0.0141597696948415	0.011174220606845	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_223	KRT19;RAC2;ADAMTS12;BLK;MYO7A;BTN3A3;ITGA4;LILRB4;MTHFR;C5orf49;PTPN2;AC108134.3;RHOBTB3;ILF3;AP004609.3;PFKL;CAV2;MYRIP;SYK;FCHO2;AHCYL1;PLEKHA2;ABCA7;PFKFB3;ANGPTL2;DIABLO;CSDC2;MFSD2A;SPTLC3;GFOD1;AVPR1A;CPEB1;KCNE4;CKMT2;ZNF165	0.0409187169653649	0.0238661593348681	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_224	PLCG2;ELF1;GLIS3;FILIP1L;PMEL;ACMSD;CASP1;FAM76A;CLEC2B;AC005520.2;PHF3;PSMG3-AS1;CTDNEP1;ALDH7A1;DHDDS;TOR1AIP2;TRIM16;BAZ2B;GDPGP1;AC083841.1;AP1B1;FCGR2A;ATG16L2;PIP4K2A;PIGR;AC011472.4;AC026367.2;CPLX2;CCDC159;BICC1;PCED1B;LINC02593;AC092069.1;SAMD9;ZNF701	0.0139186162176273	0.00510429577331737	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_225	RASGRP2;STK17B;GDF2;CLEC4G;SLAMF8;DAPK2;FBXO6;RILPL2;NABP1;RGS18;CTCF;ANKRD36B;MAP1LC3B;ARG1;CA4;COL3A1;EPS8;TRIM69;GBP5;ABCA7;ZFAND6;CYP4A22;CLN8;NFATC3;GOPC;AC016074.2;AC008764.6;SNX10;PLGLB2;PDE4D;OASL;B3GNT3;SLFN11;GAL3ST4;AKAP6	-0.0216692633880498	0.0371509227398264	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_226	HIC1;NABP1;ITGB2-AS1;MAP4K1;CST7;C1orf162;MUC1;KCNQ1OT1;DIAPH2;SMIM10;BABAM2;HSH2D;PRPF31;CCNL2;HK1;BAG6;ARID5A;LHFPL2;TESK2;ZNF688;AP1B1;BCL2L10;TDGF1;ELN;ABCA8;KCNK12;AC233263.6;TNFRSF1B;FGF2;SLCO3A1;SCGB1D2;TNFRSF11A;MOXD1;NPY1R;TMEM121	0.0322537115324288	0.027028237999038	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_227	TTPA;LIFR;CFTR;NEXN;MYO5A;ABCC9;SIGLEC1;FCGBP;NRP2;C5orf49;KDM4B;GNA15;SEC16B;SON;NABP1;SNHG6;ANGEL1;FHL1;KIF2A;UPF3B;CDIPT;MYCBP2;CDC42EP3;JADE2;MGAT4A;AL022341.1;AC099066.2;MTRNR2L12;ELF1;NBPF19;CCDC24;CHIC1;SOX5;CAPN13;DLX6-AS1	0.00347190750282795	0.0133779578012882	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_228	SPOCK1;INHBA;MAP1A;LPA;ALG1L;CALML4;PARP8;LILRB5;CDC42EP3;FO393401.1;TRIM41;SIT1;PTCD3;STAU1;FGFR1OP2;MLXIPL;PLSCR1;MR1;LINC01116;NBPF12;ACADM;CYP4A22;ETV6;CLDN18;FLCN;AC023813.3;AC090617.3;LINC00963;SYT7;TMEM92;CLEC7A;GSTM5;ARAP2;S1PR4;GATA2	-0.00283395980986372	0.0091641066240068	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_229	CIITA;CDC42EP3;UNC13D;NCF4;MSC;CASP7;IFITM1;ITFG2;ADGRF5;FOXC2;RUFY1;GPR65;ASXL1;HSD17B2;GCKR;QPRT;LRRC32;ANXA10;CLIC2;TMEM8B;TACC1;RGL1;ADRA2C;ADAMTS1;LMCD1;AL031847.1;AC018467.1;SPINT1;LIMK2;GUCY1B1;NPIPB15;ZNF521;OLFML2B;LINC00942;UBE2D3-AS1	0.0127304187471147	0.0201332547535804	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_230	DSE;MRC2;SPN;SPDEF;PEAR1;CDC42EP3;SP140L;MINDY2;DGLUCY;FGF1;KCNJ8;FCGR1B;BCL7C;EIF1AX;STRADA;IRF2BP2;MMP14;HIRIP3;ITGB2-AS1;GIMAP4;FDX1;FOLR2;GNB4;SH2B3;MICAL1;LINC02340;AC106820.3;NCF1;VSIG4;RAB37;NBPF14;AP001062.1;GIMAP7;HKDC1;PSMC3IP	-0.0067810838094873	0.0207967525047721	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_231	PPARG;HK1;OTOA;ZMYND15;APBB1IP;ACMSD;TMC8;OXER1;AMOTL1;ZNF215;PHF3;LPAR1;LENG8;PPP1CC;TANGO2;LAMTOR4;AKAP12;ADAM17;SLC9A1;EXOC1;CCDC50;COL15A1;SPHK1;MAD1L1;CNTNAP3B;TECTA;AC017083.1;IFITM10;KPNA6;SPDEF;CLEC7A;AC009093.6;AVPR1A;TRIM21;ZDBF2	0.0302727594569358	0.0109211147546645	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_232	ACMSD;TMEM173;NEURL2;NEXN;FAM13A;GASK1B;RILPL2;ARHGAP9;PTK2B;HMCN2;ETFRF1;SIT1;TRIP12;LAPTM5;ITGA9;SULT2A1;PHLDA2;DENND5B;CDH11;PREX1;UHMK1;RUNX1;OSTF1;UCHL1;CLDN4;C21orf62-AS1;AC093512.1;HCLS1;PPIL4;AVPR1A;RMRP;CYB561D2.1;HAVCR2;PCDHB16;TRAM1L1	-0.00295955834073027	0.0194253229711004	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_233	APOBEC3C;FGFR1OP2;RGS9;RCSD1;APBB1IP;BTN3A3;BBOX1;GBP7;STMN3;LINC02028;SETD3;PTGS2;BUB3;RNH1;CMTR2;C19orf53;CPVL;MYRIP;SLC3A1;SENP7;GPR108;HDAC7;MRC2;LY96;GBP4;UCP3;TECTA;FABP4;ALPL;SLC22A12;KCNE4;GMPR;SLC25A36;GRIN2A;AC006064.4	0.0427553846555225	0.0428559370534655	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_234	APBB1IP;SLC1A3;PCDHB5;DENND3;SELL;HIC1;HSPB8;SYNE1;CDC40;CCDC30;USP40;GFRA2;NT5DC2;PLEC;DLGAP1-AS1;PSMA7;SDC3;KCNK1;MEMO1;AP003119.3;MTSS1;ZBTB4;RANBP10;SERPINB9;MME;AL161665.1;SPEF1;EPB41;MEGF6;MYOF;CPNE5;LINC02608;SPON1;PIK3R5;HOXD8	0.0216619928025326	0.0147768162574195	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_235	RAB26;PRKCH;LRRC25;CST7;GREM1;CCDC91;GNG2;ARHGAP42;JAML;TLR6;MYO1E;PDZD4;GIPC1;PDCD5;GCKR;SERINC2;IFITM10;FAAH;NUGGC;SMAD7;NT5DC2;COL14A1;NPHP3;INHBC;FHL1;UXT-AS1;IFNG-AS1;HSD17B14;CLEC2D;GPAT3;ADAP1;CHIC1;VMO1;CCDC7;AC008014.1	-0.000720808885821312	0.0172090759930574	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_236	DSE;GPC6;B4GALNT1;TNIK;DBH;SYT12;ATOH8;GPR183;NRP2;MOV10L1;FBRS;GALNT16;ARSE;ADAR;RGS10;ACAA1;IGFLR1;AXL;KCND3;RAB26;CDIPT;CHD9;RBM15;NFATC3;FBXO2;SMC5-AS1;APOBEC3A;SMIM24;GNB4;SLC25A24;SLC3A1;ARSG;ATXN7;HIVEP3;AKAP6	0.0245489066016688	0.0144998076782013	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_237	MOSMO;ACAP1;CD96;ACKR1;APBB1IP;ROBO2;NSUN6;ITPR1;TMEM87B;CYSLTR1;FBXL3;HSPB7;AP1M1;PLEC;RNF166;ACSL1;SPAG9;MYRIP;CREB5;SYT12;CRYL1;CAPN5;DEPDC7;ADAMTS2;RESF1;IFNG-AS1;STXBP5-AS1;SLC6A12;TMEM161B-AS1;WNK3;PAMR1;CCL8;CEP290;IGFN1;ITGA10	-0.00636401437541337	0.00762281722921542	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_238	NBPF12;DAO;CD96;DNAH1;EVI2B;SPOCK1;FLI1;LMO2;CAPN3;FGF1;MPHOSPH10;CLEC1B;ZC3H15;CMPK1;COBL;TUBB4B;FBN1;NLRP1;FNDC5;ACKR3;NPLOC4;JAZF1;RNF208;PRSS3;CD53;LINC00939;AC105446.1;TSPAN9;VSIG4;CD209;VMO1;PTPN13;RUNX3;CD300LF;TRDMT1	0.00569475450571288	0.023506090372929	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_239	RAB31;KPNA6;RTN4RL1;TNFSF13B;PODN;LIMK2;PARP8;SEMA4D;TNC;FO393401.1;FMO1;TSHZ3;CAPN1;GOLPH3;AKAP11;SNHG8;ANGEL1;PDGFC;TUBB3;AC018521.5;LGALS8;TNFSF13;TTPAL;SERPINI2;FGL2;MIR181A2HG;CACNA1I;TNFRSF1B;NBPF12;VMO1;ARHGAP24;LINC02363;GPATCH1;EGR2;MAPK4	0.00331155281168977	0.019216810791365	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_240	PLAUR;OSTF1;SAMD11;SPDEF;ALG1L;TTPA;MUC1;GOLGA8A;KRT19;PTX3;LAMA4;ASPA;MRPL40;LPGAT1;ZEB1;ERRFI1;CHMP4B;PLSCR4;ZSWIM4;AKTIP;MESD;RSF1;RHBDF2;COL15A1;GPD1;STEAP1B;AC109347.1;INMT;MMP9;ABCC1;RLF;CEP128;PFKFB1;L3MBTL3;ATAD5	0.0100967678802035	0.0208066231402592	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_241	NCKAP1L;HK1;TTBK2;NOD1;PRDM2;PLEKHG2;LOXL1;ARHGAP42;SLC1A3;CD1E;PGBD5;HACD1;FUCA1;TSPAN3;CCDC82;H2AFZ;MVB12A;NHLRC3;THSD4;CCDC186;FSTL1;CCDC88B;GNB4;ELOA;AGMO;AC098820.3;TIFAB;SNX10;ETV6;HAPLN3;SLC25A36;SLAMF6;ENTPD2;CEP135;AC004241.1	0.0307337088690273	0.0228395893023078	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
GSE238264	RANDOM_242	FMNL1;ROBO2;STAG3;CDH23;NAT2;RBM15;ANTXR1;CCDC198;MTHFR;FCHO1;AP3B1;SCNN1A;FOXN3;PLEC;VASH1;ETFA;BPTF;NEU4;GPX8;DCP1A;UBE2I;LTB;PLEKHG2;CD53;CLDN18;KCNK12;AP000553.2;PALM2-AKAP2;CCSER2;SLFN11;PRSS8;SLAMF6;LILRB3;FGF21;LINC01315	0.00660909341507301	0.0145614514886916	0.0344799563703572	0.0514196989506272	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
