status	beta_conditional	n_spots	n_regions	model_rank	residual_df	plot_unit	response	marker	role	formula_contract	inference_unit	record_status	biological_unit	adjacent_section_status	semantic_boundary
ESTIMATED	-0.132674587121732	397	2	6	391	U008	Responder	CD4	abundance_context_not_gate_counted	z(outcome)~z(conditional_ST)+z(broad_immune)+z(T_cell_fraction)+z(log1p(mapped_cells))+region	patient; region fixed effects within patient	existing frozen patient coefficient	patient	released adjacent-section ST-CODEX tissue-context association	contextual coefficient; not identical-cell colocalization; no BR1 response test
ESTIMATED	0.0191685414094088	565	1	5	560	U009	Nonresponder	CD4	abundance_context_not_gate_counted	z(outcome)~z(conditional_ST)+z(broad_immune)+z(T_cell_fraction)+z(log1p(mapped_cells))+region	patient; region fixed effects within patient	existing frozen patient coefficient	patient	released adjacent-section ST-CODEX tissue-context association	contextual coefficient; not identical-cell colocalization; no BR1 response test
ESTIMATED	-0.0664019550754873	496	2	6	490	U010	Nonresponder	CD4	abundance_context_not_gate_counted	z(outcome)~z(conditional_ST)+z(broad_immune)+z(T_cell_fraction)+z(log1p(mapped_cells))+region	patient; region fixed effects within patient	existing frozen patient coefficient	patient	released adjacent-section ST-CODEX tissue-context association	contextual coefficient; not identical-cell colocalization; no BR1 response test
ESTIMATED	0.0603991555818353	316	2	6	310	U001	Responder	CD8	abundance_context_not_gate_counted	z(outcome)~z(conditional_ST)+z(broad_immune)+z(T_cell_fraction)+z(log1p(mapped_cells))+region	patient; region fixed effects within patient	existing frozen patient coefficient	patient	released adjacent-section ST-CODEX tissue-context association	contextual coefficient; not identical-cell colocalization; no BR1 response test
ESTIMATED	0.00754660226105392	992	2	6	986	U002	Nonresponder	CD8	abundance_context_not_gate_counted	z(outcome)~z(conditional_ST)+z(broad_immune)+z(T_cell_fraction)+z(log1p(mapped_cells))+region	patient; region fixed effects within patient	existing frozen patient coefficient	patient	released adjacent-section ST-CODEX tissue-context association	contextual coefficient; not identical-cell colocalization; no BR1 response test
ESTIMATED	0.234372100348664	510	2	6	504	U003	Nonresponder	CD8	abundance_context_not_gate_counted	z(outcome)~z(conditional_ST)+z(broad_immune)+z(T_cell_fraction)+z(log1p(mapped_cells))+region	patient; region fixed effects within patient	existing frozen patient coefficient	patient	released adjacent-section ST-CODEX tissue-context association	contextual coefficient; not identical-cell colocalization; no BR1 response test
ESTIMATED	0.0449695605066566	705	2	6	699	U004	Nonresponder	CD8	abundance_context_not_gate_counted	z(outcome)~z(conditional_ST)+z(broad_immune)+z(T_cell_fraction)+z(log1p(mapped_cells))+region	patient; region fixed effects within patient	existing frozen patient coefficient	patient	released adjacent-section ST-CODEX tissue-context association	contextual coefficient; not identical-cell colocalization; no BR1 response test
ESTIMATED	0.0773765360450371	627	2	6	621	U005	Responder	CD8	abundance_context_not_gate_counted	z(outcome)~z(conditional_ST)+z(broad_immune)+z(T_cell_fraction)+z(log1p(mapped_cells))+region	patient; region fixed effects within patient	existing frozen patient coefficient	patient	released adjacent-section ST-CODEX tissue-context association	contextual coefficient; not identical-cell colocalization; no BR1 response test
ESTIMATED	-0.110523247156158	228	1	5	223	U006	Nonresponder	CD8	abundance_context_not_gate_counted	z(outcome)~z(conditional_ST)+z(broad_immune)+z(T_cell_fraction)+z(log1p(mapped_cells))+region	patient; region fixed effects within patient	existing frozen patient coefficient	patient	released adjacent-section ST-CODEX tissue-context association	contextual coefficient; not identical-cell colocalization; no BR1 response test
ESTIMATED	0.213821630995041	369	1	5	364	U007	Responder	CD8	abundance_context_not_gate_counted	z(outcome)~z(conditional_ST)+z(broad_immune)+z(T_cell_fraction)+z(log1p(mapped_cells))+region	patient; region fixed effects within patient	existing frozen patient coefficient	patient	released adjacent-section ST-CODEX tissue-context association	contextual coefficient; not identical-cell colocalization; no BR1 response test
ESTIMATED	-0.0715540171490132	397	2	6	391	U008	Responder	CD8	abundance_context_not_gate_counted	z(outcome)~z(conditional_ST)+z(broad_immune)+z(T_cell_fraction)+z(log1p(mapped_cells))+region	patient; region fixed effects within patient	existing frozen patient coefficient	patient	released adjacent-section ST-CODEX tissue-context association	contextual coefficient; not identical-cell colocalization; no BR1 response test
ESTIMATED	0.0126533722007989	565	1	5	560	U009	Nonresponder	CD8	abundance_context_not_gate_counted	z(outcome)~z(conditional_ST)+z(broad_immune)+z(T_cell_fraction)+z(log1p(mapped_cells))+region	patient; region fixed effects within patient	existing frozen patient coefficient	patient	released adjacent-section ST-CODEX tissue-context association	contextual coefficient; not identical-cell colocalization; no BR1 response test
ESTIMATED	-0.0393200490377876	496	2	6	490	U010	Nonresponder	CD8	abundance_context_not_gate_counted	z(outcome)~z(conditional_ST)+z(broad_immune)+z(T_cell_fraction)+z(log1p(mapped_cells))+region	patient; region fixed effects within patient	existing frozen patient coefficient	patient	released adjacent-section ST-CODEX tissue-context association	contextual coefficient; not identical-cell colocalization; no BR1 response test
