input_id	analysis_id	script	input_expression	identity	sha256	classification	included_file	upstream_script	public_source	reason	status
IO0127	A009	scripts/current/06_clinical/sources/AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/scripts/02_clinical.py	read(OUT / (P + '_PATIENT_COMPONENTS_RESPONSE_BLIND.tsv'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0128	A009	scripts/current/06_clinical/sources/AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/scripts/02_clinical.py	read(OUT / (P + '_TCR_COVERAGE.tsv'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0129	A009	scripts/current/06_clinical/sources/AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/scripts/02_clinical.py	read(OUT / 'AF35_CLONE_NEUTRALIZATION_PATIENT_STATE_PROPORTIONS_RESPONSE_BLIND.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0130	A009	scripts/current/06_clinical/sources/AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/scripts/02_clinical.py	read(OUT / 'inputs/RELEASED_STATE_ORDER.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0131	A009	scripts/current/06_clinical/sources/AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/scripts/02_clinical.py	read(D / 'authority/03_processed_data/phase3/GSE235863_BARCODE_CLONOTYPE_STATE_PTPN22.tsv.gz', usecols=['patient', 'response_group'])	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0132	A009	scripts/current/06_clinical/sources/AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/scripts/02_clinical.py	read(OUT / (P + '_K_BRIDGE_RESPONSE_BLIND.tsv'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0133	A009	scripts/current/06_clinical/sources/AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/scripts/02_clinical.py	read(OUT / 'inputs/PAIRED_CDR3_PATIENT_COMPONENTS_RESPONSE_BLIND.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0134	A009	scripts/current/06_clinical/sources/AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/scripts/02_clinical.py	read(K / 'AF35_STATE_OCCUPANCY_PATIENT_COMPONENTS_RESPONSE_BLIND.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0154	A010	scripts/current/04_clonotype/sources/AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/scripts/common.py	pd.read_csv(p, sep='\t', float_precision='round_trip', **kw)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0155	A010	scripts/current/04_clonotype/sources/AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/scripts/common.py	Path(p).read_text(encoding='utf-8')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0159	A011	scripts/current/06_clinical/sources/AF35_COMPONENT_ABLATION_ASSOCIATION_ROBUSTNESS_v1/01_freeze.py	pd.read_csv(P / '01_metadata/clinical_translation/PTPN22_CLINICAL_AXES_FROZEN.tsv', sep='\t')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0160	A011	scripts/current/06_clinical/sources/AF35_COMPONENT_ABLATION_ASSOCIATION_ROBUSTNESS_v1/01_freeze.py	f.read(1048576)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0161	A011	scripts/current/06_clinical/sources/AF35_COMPONENT_ABLATION_ASSOCIATION_ROBUSTNESS_v1/01_freeze.py	pd.read_csv(P / '01_metadata/spatial_phase8/PTPN22_SPATIAL_PROGRAM_FROZEN_PROVENANCE.tsv', sep='\t')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0171	A012	scripts/current/06_clinical/sources/AF35_COMPONENT_ABLATION_ASSOCIATION_ROBUSTNESS_v1/05_analyze.py	pd.read_csv(OUT / 'AF35_SINGLE_GENE_SUBSET_MANIFEST.tsv', sep='\t')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0172	A012	scripts/current/06_clinical/sources/AF35_COMPONENT_ABLATION_ASSOCIATION_ROBUSTNESS_v1/05_analyze.py	pd.read_csv(OUT / 'AF35_RANDOM_DROPOUT_SUBSET_MANIFEST.tsv', sep='\t')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0173	A012	scripts/current/06_clinical/sources/AF35_COMPONENT_ABLATION_ASSOCIATION_ROBUSTNESS_v1/05_analyze.py	pd.read_csv(OUT / 'AF35_PTPN22_CONDITIONAL_ASSOCIATION_SENSITIVITY.tsv', sep='\t')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0174	A012	scripts/current/06_clinical/sources/AF35_COMPONENT_ABLATION_ASSOCIATION_ROBUSTNESS_v1/05_analyze.py	pd.read_csv(OUT / f'{c}_ANALYSIS_PATIENT_VALUES.tsv', sep='\t')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0175	A012	scripts/current/06_clinical/sources/AF35_COMPONENT_ABLATION_ASSOCIATION_ROBUSTNESS_v1/05_analyze.py	pd.read_csv(P / f'05_results/tables/phase15c_public_benchmark/{c}_UNIVARIATE_BENCHMARK_EFFECTS.tsv', sep='\t')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0176	A012	scripts/current/06_clinical/sources/AF35_COMPONENT_ABLATION_ASSOCIATION_ROBUSTNESS_v1/05_analyze.py	pd.read_csv(OUT / 'AF35_ORDERED_GENES.tsv', sep='\t')	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/inputs/AF35_ORDERED_GENES.tsv	94c9fcfc9fb5a7247d594ad4cc6109db3a0ffa2cfcec1e9e1c9795becc8370a4	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0177	A012	scripts/current/06_clinical/sources/AF35_COMPONENT_ABLATION_ASSOCIATION_ROBUSTNESS_v1/05_analyze.py	(OUT / name).read_text()	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0185	A013	scripts/current/03_AF35_measurement/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/00_initialize.py	pd.read_csv(p, sep='\t', **kw)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0186	A013	scripts/current/03_AF35_measurement/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/00_initialize.py	Path(p).read_text(encoding='utf-8')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0187	A013	scripts/current/03_AF35_measurement/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/00_initialize.py	read(base / 'COMPLETE_SHA256_MANIFEST.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0194	A014	scripts/current/03_AF35_measurement/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	f.jl(OUT / 'AF35_FUNCTIONAL_STATE_FREEZE_LOCK.json')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0195	A014	scripts/current/03_AF35_measurement/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	f.read(OUT / 'inputs/GENE_LAYER_MEMBERSHIP.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0196	A014	scripts/current/03_AF35_measurement/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	f.read(OUT / 'inputs/TCR_CELL_METADATA_RESPONSE_BLIND.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0197	A014	scripts/current/03_AF35_measurement/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	np.load(f.C / 'authority/03_processed_data/phase19a_af35_clonotype/GSE235863_AF35_RESPONSE_BLIND_PROJECTION.npz')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0198	A014	scripts/current/03_AF35_measurement/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	f.read(f.H / ('AF35_PROGRAM_COHERENCE_GENE_CORRELATION_' + c + '.tsv'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0199	A014	scripts/current/03_AF35_measurement/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	f.read(OUT / 'inputs/AF35_ORDERED_GENES.tsv')	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/inputs/AF35_ORDERED_GENES.tsv	94c9fcfc9fb5a7247d594ad4cc6109db3a0ffa2cfcec1e9e1c9795becc8370a4	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0200	A014	scripts/current/03_AF35_measurement/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	f.read(f.H / f'inputs/{c}_GENE_Z_RESPONSE_BLIND.tsv', usecols=['patient_id'] + genes)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0201	A014	scripts/current/03_AF35_measurement/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	f.read(OUT / 'inputs/RELEASED_STATE_ORDER.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0202	A014	scripts/current/03_AF35_measurement/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	f.read(f.H / f'inputs/{c}_PATIENT_IDS.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0203	A014	scripts/current/03_AF35_measurement/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	f.read(f.A / f'{c}_GENE_Z_AND_FULL_SCORES_RESPONSE_BLIND.tsv', usecols=['patient_id', 'PTPN22'])	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0210	A015	scripts/current/07_perturbation/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/04_recover_frozen_perturbation.py	f.jl(base / 'PHASE17A_ANALYSIS_RESULTS.json')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0211	A015	scripts/current/07_perturbation/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/04_recover_frozen_perturbation.py	self.read(len(b))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0212	A015	scripts/current/07_perturbation/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/04_recover_frozen_perturbation.py	f.read(OUT / 'QA/PROTECTED_BEFORE.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0213	A015	scripts/current/07_perturbation/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/04_recover_frozen_perturbation.py	f.read(OUT / 'inputs/AF35_ORDERED_GENES.tsv')	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/inputs/AF35_ORDERED_GENES.tsv	94c9fcfc9fb5a7247d594ad4cc6109db3a0ffa2cfcec1e9e1c9795becc8370a4	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0214	A015	scripts/current/07_perturbation/sources/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/04_recover_frozen_perturbation.py	p.read_bytes()	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0220	A016	scripts/current/04_clonotype/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/03_phaseA_molecular.py	read(A / 'MOLECULAR_CELLS.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0221	A016	scripts/current/04_clonotype/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/03_phaseA_molecular.py	read(A / 'K_FROZEN_ALPHA.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0222	A016	scripts/current/04_clonotype/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/03_phaseA_molecular.py	read(A / 'RELEASED_STATE_ORDER.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0239	A017	scripts/current/06_clinical/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/06_phaseB_clinical.py	read(K / 'COMPLETE_SHA256_MANIFEST.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0240	A017	scripts/current/06_clinical/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/06_phaseB_clinical.py	read(F / (P + '_PATIENT_LONGITUDINAL_CHANGES_RESPONSE_BLIND.tsv'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0241	A017	scripts/current/06_clinical/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/06_phaseB_clinical.py	read(L / 'COMPLETE_SHA256_MANIFEST.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0242	A017	scripts/current/06_clinical/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/06_phaseB_clinical.py	read(baseline_source)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0243	A017	scripts/current/06_clinical/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/06_phaseB_clinical.py	read(F / (P + '_SHARED_CLONE_METRICS_RESPONSE_BLIND.tsv'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0244	A017	scripts/current/06_clinical/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/06_phaseB_clinical.py	read(source, usecols=['patient', 'response_group'])	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0245	A017	scripts/current/06_clinical/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/06_phaseB_clinical.py	read(F / (P + '_PATIENT_TIMEPOINT_COMPONENTS_RESPONSE_BLIND.tsv'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0246	A017	scripts/current/06_clinical/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/06_phaseB_clinical.py	read(F / (P + '_STATE_CONTRIBUTIONS_RESPONSE_BLIND.tsv'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0247	A017	scripts/current/06_clinical/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/06_phaseB_clinical.py	read(A / 'L_IDENTITY_REFERENCE.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0265	A018	scripts/current/04_clonotype/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/07_phaseB_verify.R	rd <- function(dir,name) fread(file.path(dir,name),header=TRUE)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0266	A018	scripts/current/04_clonotype/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/07_phaseB_verify.R	lock <- fromJSON(file.path(root,'AF35_M2_PHASEA_FREEZE_LOCK.json'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0267	A018	scripts/current/04_clonotype/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/07_phaseB_verify.R	start <- fromJSON(file.path(root,'QA/PHASEB_START_EVENT.json'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0269	A019	scripts/current/04_clonotype/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/common.py	pd.read_csv(p, sep='\t', float_precision='round_trip', **kw)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0270	A019	scripts/current/04_clonotype/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/common.py	jl(OUT / (P + '_PHASEA_FREEZE_LOCK.json'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0271	A019	scripts/current/04_clonotype/sources/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/common.py	Path(p).read_text(encoding='utf-8')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0275	A020	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/02_freeze_matched_programs.py	pd.read_csv(OUT / 'SOURCE_GENE_FEATURES_RESPONSE_BLIND.tsv', sep='\t')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0276	A020	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/02_freeze_matched_programs.py	pd.read_csv(OUT / 'SCORING_AUTHORITY_LOCK.tsv', sep='\t')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
