analysis_id	main_or_supp	figure_table_panel	dataset	biological_unit	active_script	config_file	raw_or_source_input	derived_input	input_hash	primary_output	output_hash	source_table	source_table_hash	environment	notes
MAIN_3G	Main	Figure 3G	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE3_POST_REVIEW_TEXT_STRIPPED_V1/FIGURE3_POST_REVIEW_TEXT_STRIPPED_AUTHOR_REVIEW.pdf	e25aaa082c22c275d5c2a38570aa06fb67758482fc0c833bce5e7190b2f6512c	AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/AF35_CLONE_NEUTRALIZATION_PATIENT_COMPONENTS_RESPONSE_BLIND.tsv | AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/AF35_CLONE_NEUTRALIZATION_STATE_CONTRIBUTIONS.tsv | AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/AF35_CLONE_NEUTRALIZATION_CLINICAL_DECOMPOSITION.tsv	9fabd8f853f5c296b904d87e1f2f93198b04c939525a84d3b8867eb8938df711 | 299d183ab28b231fad88e270368d701c5098903488626b9e214ba783a674fbb2 | 77daff8705363ada478b53fba4c496b2d554fd37d0b850492bc5e419d1031557	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_3H	Main	Figure 3H	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE3_POST_REVIEW_TEXT_STRIPPED_V1/FIGURE3_POST_REVIEW_TEXT_STRIPPED_AUTHOR_REVIEW.pdf	e25aaa082c22c275d5c2a38570aa06fb67758482fc0c833bce5e7190b2f6512c	AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/04_phaseB_results/AF35_M2_CLINICAL_LONGITUDINAL_CONTRASTS.tsv	b7f85c49eee9b207079f5a1d6e502bd80d74820ad7ff6505fd350bfd122518bd	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_4A	Main	Figure 4A	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE4_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE4_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	92232c92bf0ad809c06cb1d0301c54a1345f5dc5e7cd39a92ad929d4e1a492bc	UNRESOLVED		environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_4B	Main	Figure 4B	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE4_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE4_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	92232c92bf0ad809c06cb1d0301c54a1345f5dc5e7cd39a92ad929d4e1a492bc	UNRESOLVED		environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_4C	Main	Figure 4C	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE4_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE4_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	92232c92bf0ad809c06cb1d0301c54a1345f5dc5e7cd39a92ad929d4e1a492bc	HCC_ICI_MAIN_FIGURE_FROZEN_SOURCE_PAYLOAD_V2/Figure5/display_support/F5C_ALL_PATIENTS_AND_FROZEN_EFFECTS.tsv	d15aba91c12c16dc6cd2a022cc87d790ec08086d32e2ac7e878386f95209335a	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_4D	Main	Figure 4D	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE4_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE4_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	92232c92bf0ad809c06cb1d0301c54a1345f5dc5e7cd39a92ad929d4e1a492bc	HCC_ICI_MAIN_FIGURE_FROZEN_SOURCE_PAYLOAD_V2/Figure5/display_support/F5C_ALL_PATIENTS_AND_FROZEN_EFFECTS.tsv	d15aba91c12c16dc6cd2a022cc87d790ec08086d32e2ac7e878386f95209335a	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_4E	Main	Figure 4E	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE4_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE4_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	92232c92bf0ad809c06cb1d0301c54a1345f5dc5e7cd39a92ad929d4e1a492bc	HCC_ICI_project/05_results/tables/spatial_specificity_rescue/PTPN22_IMMUNE_MATCHED_REGIONAL_EFFECTS.tsv	9e8b5a0cea2f13be65d03f481b743e5843f92ae70ffbec5d76db077a2c8e1f3e	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_4F	Main	Figure 4F	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE4_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE4_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	92232c92bf0ad809c06cb1d0301c54a1345f5dc5e7cd39a92ad929d4e1a492bc	WU_AF35_SPATIAL_CELLULAR_MICROENV_CONTEXT_v1/WU_AF35_HIGH_LOW_MICROENV_CONTEXT.tsv	61ebe99384fc2b9477c543283768322d1858b0e0bb9a41c06742b721d2e7e4ea	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_4G	Main	Figure 4G	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE4_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE4_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	92232c92bf0ad809c06cb1d0301c54a1345f5dc5e7cd39a92ad929d4e1a492bc	HCC_ICI_BIOLOGICAL_RESOLUTION_BR1_v1/data/WU_ST_CODEX_CONTEXT_MATRIX_PLOT_READY.tsv	c30bf7d3b03735e47f4f2bd2b5c8cabec0dbbfa2deb58e99710a8c6e9ae165c1	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_4H	Main	Figure 4H	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE4_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE4_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	92232c92bf0ad809c06cb1d0301c54a1345f5dc5e7cd39a92ad929d4e1a492bc	WU_AF35_SPATIAL_CELLULAR_MICROENV_CONTEXT_v1/WU_AF35_HIGH_LOW_CELLTYPE_CONTEXT.tsv | WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/WU_AF35_DC_CD8_PRIMARY_TEST.tsv | WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/WU_AF35_DC_CD8_TOPOLOGY_PATIENT_METRICS.tsv | WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/WU_AF35_DC_CD8_TOPOLOGY_ELIGIBILITY.tsv	12571741afbb22530f5aa7135e6d333ed5d6eef9a4cfc771ffeecffeca61f4d9 | a5a457c7dfddbab0d5b1d252a39af4a50262cfd19c0a2a6d8e6926cca74a3c80 | a5ce3792fdd05a21fba8ada6cf4043f3441e02ac3da4fbc413d9f7017884cc8f | 5ec59674ee2ab03073be5f42bbf0ea1cd1af385aab323c7ae5b4dddf8522011a	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_5A	Main	Figure 5A	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE5_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE5_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	06ef21694c2c430048d01a1cdf4fb0a18fa076f7b485360d3588a32c61818f8a	CLINICAL_ANCHOR_READOUT_DECOMPOSITION_v1/tables/AF35_VS_PTPN22_PAIRED_DELTA_G.tsv	7af83f70e194da63674034afd595df058b73e34c6f9d93fa3a88d01ce0bd5788	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_5B	Main	Figure 5B	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE5_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE5_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	06ef21694c2c430048d01a1cdf4fb0a18fa076f7b485360d3588a32c61818f8a	HCC_ICI_project/05_results/tables/pretreatment_clinical_translation/ERP117672_PRETREATMENT_PATIENT_SCORES.tsv | HCC_ICI_project/05_results/tables/phase15b_public_replication/GSE302495_PATIENT_LEVEL_SCORES.tsv	cbb868e6bb539a3204db416adadc95d4addf7a47fdaa8053b0fbe2fe3d0c145a | c3886e03e0fa1ee073cf8f79f20b75720ffee6469afad5db06d728bdf2da720a	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_5C	Main	Figure 5C	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE5_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE5_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	06ef21694c2c430048d01a1cdf4fb0a18fa076f7b485360d3588a32c61818f8a	AF35_COMPONENT_ABLATION_ASSOCIATION_ROBUSTNESS_v1/AF35_SINGLE_GENE_ASSOCIATION_ABLATION.tsv	48ff45f3189fd43a545b43d4da3ff49d9c59831bc535a433145436c661afbc88	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_5D	Main	Figure 5D	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE5_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE5_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	06ef21694c2c430048d01a1cdf4fb0a18fa076f7b485360d3588a32c61818f8a	AF35_COMPONENT_ABLATION_ASSOCIATION_ROBUSTNESS_v1/AF35_RANDOM_DROPOUT_ASSOCIATION_ROBUSTNESS.tsv | HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/recovered_sources/CLINICAL_ROBUSTNESS_FROZEN_SUMMARY.tsv	e518c44ad3aff0478818b16b764fbb81aea64ef0168bd54e1cbf9fa83b48e3d7 | feb9e5ea8b7254f3ff8a1538005d900a2be4e827baa41d5824e781fce6da61e4	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_5E	Main	Figure 5E	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE5_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE5_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	06ef21694c2c430048d01a1cdf4fb0a18fa076f7b485360d3588a32c61818f8a	AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/AF35_MATCHED_NULL_PRIMARY_SUMMARY.tsv | AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/AF35_MATCHED_NULL_PROGRAM_EFFECTS.tsv	3c6e8fdc5b9459252b5d139c3cdf39e41803cf1177be200e6867c6125b831e25 | 15ccdae92f0984467457c529f1abf404c1a848ff6edc8a82d805b2052e31d7e7	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_5F	Main	Figure 5F	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE5_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE5_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	06ef21694c2c430048d01a1cdf4fb0a18fa076f7b485360d3588a32c61818f8a	AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/AF35_MATCHED_NULL_CROSS_COHORT.tsv	77385838a7119735ac6a4423b5635fe8bae42d0aa79b6b67ec12495127a3f69b	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_5G	Main	Figure 5G	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE5_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE5_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	06ef21694c2c430048d01a1cdf4fb0a18fa076f7b485360d3588a32c61818f8a	AF35_BROAD_IMMUNE_RESIDUAL_ASSOCIATION_v1/AF35_BROAD_IMMUNE_CLINICAL_EFFECTS.tsv | AF35_BROAD_IMMUNE_RESIDUAL_ASSOCIATION_v1/AF35_BROAD_IMMUNE_BOOTSTRAP_SUMMARY.tsv	428594f1bd30f431b1f25292756ae0b18398ec8ecad241550049987aa610db05 | ca154dea3fb10a5f242b67f5996ca879cdb0e0e3ad7a6967f8eeedd40a06a454	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_5H	Main	Figure 5H	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE5_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE5_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	06ef21694c2c430048d01a1cdf4fb0a18fa076f7b485360d3588a32c61818f8a	绘图视觉/FIGURE3_FINAL_PRODUCTION_V1/figure_ready/display_support/F3H_ALL_16_FIRTH_MODELS.tsv	79cec6780fdd5b3d3ceea1ce2a073cd7480ba5460091adb9b5447cc89003a69b	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
MAIN_5I	Main	Figure 5I	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		新绘图流程/FIGURE5_FINAL_TYPOGRAPHY_SPACING_V1/FIGURE5_FINAL_TYPOGRAPHY_SPACING_AUTHOR_REVIEW.pdf	06ef21694c2c430048d01a1cdf4fb0a18fa076f7b485360d3588a32c61818f8a	HCC_ICI_project/05_results/tables/pretreatment_clinical_translation/GSE104580_TACE_CONTINUOUS_EFFECTS.tsv	b4f6a8564f8ca9a192eacbf7b9c9570dadb303117bf6c4e2903995d4e1e01408	environment/; historical records only; complete locked environment unavailable	Whole-figure PDF hash identifies the frozen container, not a separately cropped panel. Support-table associations require exact panel-value and producer closure. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S01_01	Supplement	Table S1 part 1	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S01_01.tsv	ab0c9641f0a451f4fe72990db5f83f825b5ed42fc840ccea5a996883023a0aa3	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/UPDATED_DATASET_REGISTRY.tsv	ab0c9641f0a451f4fe72990db5f83f825b5ed42fc840ccea5a996883023a0aa3	environment/; historical records only; complete locked environment unavailable	Datasets actually used and distinct analytical populations. Registry corrected from current source uses; unknown fields explicit, no N inferred from cells. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S01_02	Supplement	Table S1 part 2	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S01_02.tsv	95a645d0cbe3d2053091129e518130c9866bf07f3e25a61e286e3b6620fa6ba2	HCC_SUBMISSION_NEUTRAL_20260920_V1/supplement/tables/S01_01.tsv	2bfec976eea42a74ea4da9b0b5776622f3a74b4d1905bc3eb538b5e9f4887753	environment/; historical records only; complete locked environment unavailable	Historical screened and context-only datasets not used for current main conclusions. Not counted as current analysis datasets. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S02_01	Supplement	Table S2 part 1	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S02_01.tsv	23f270764398e386333e48fa1c13d00a5847b2758a8eb67a5d23a21fa2b8f482	HCC_ICI_project/05_results/tables/TARGET_RANKING_v1.tsv	c8b98fd7bd5c5da4a01b8f25938e6276fe05701c06f915c5ce403a4f26346976	environment/; historical records only; complete locked environment unavailable	Biological-anchor candidate evidence weighting. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
